,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.47,0.7,0.81,0.69,0.61,0.34,0.39,0.32,0.37,0.31,0.37,0.26,0.29,0.41,0.32
f_1,0.73,0.41,0.63,0.67,0.63,0.65,0.3,0.42,0.27,0.28,0.31,0.31,0.2,0.28,0.22,0.29
d_1,0.7,0.75,0.39,0.68,0.67,0.64,0.32,0.26,0.31,0.39,0.28,0.29,0.25,0.31,0.28,0.18
c_1,0.57,0.64,0.85,0.37,0.77,0.64,0.37,0.37,0.34,0.2,0.29,0.28,0.26,0.29,0.28,0.25
b_1,0.64,0.73,0.76,0.41,0.36,0.85,0.43,0.37,0.38,0.3,0.38,0.33,0.31,0.35,0.33,0.28
a_1,0.7,0.72,0.64,0.72,0.42,0.31,0.41,0.35,0.34,0.34,0.46,0.35,0.35,0.41,0.32,0.27
h_1,0.66,0.72,0.57,0.69,0.63,0.5,0.23,0.39,0.27,0.26,0.27,0.3,0.27,0.27,0.25,0.27
g_1,0.59,0.63,0.65,0.69,0.64,0.58,0.29,0.22,0.29,0.3,0.29,0.32,0.19,0.26,0.28,0.23
c_0,0.67,0.68,0.42,0.97,0.66,0.54,0.34,0.32,0.23,0.41,0.33,0.28,0.25,0.29,0.34,0.24
d_0,0.43,0.7,0.81,0.73,0.67,0.57,0.38,0.36,0.27,0.24,0.31,0.28,0.25,0.26,0.3,0.27
b_0,0.6,0.67,0.56,0.79,0.77,0.48,0.37,0.32,0.19,0.3,0.22,0.26,0.24,0.33,0.27,0.21
f_0,0.54,0.82,0.61,0.73,0.62,0.58,0.31,0.22,0.29,0.3,0.31,0.22,0.27,0.3,0.44,0.19
h_0,0.57,0.74,0.61,0.64,0.59,0.49,0.39,0.38,0.26,0.29,0.27,0.26,0.26,0.28,0.29,0.26
a_0,0.61,0.71,0.53,0.73,0.67,0.7,0.33,0.36,0.24,0.35,0.18,0.28,0.21,0.2,0.34,0.23
e_0,0.72,0.82,0.63,0.59,0.57,0.53,0.38,0.31,0.27,0.29,0.32,0.18,0.26,0.27,0.19,0.24
g_0,0.55,0.68,0.57,0.71,0.68,0.6,0.25,0.45,0.25,0.29,0.28,0.31,0.21,0.26,0.31,0.26
