,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.96,0.69,0.62,0.51,0.47,0.4,0.42,0.32,0.54,0.33,0.45,0.33,0.32,0.37,0.28,0.29
f_1,0.63,0.96,0.85,0.55,0.51,0.35,0.4,0.37,0.38,0.43,0.36,0.28,0.3,0.31,0.19,0.3
e_1,0.63,0.63,0.95,0.76,0.55,0.41,0.44,0.35,0.38,0.57,0.39,0.32,0.31,0.35,0.24,0.31
c_1,0.73,0.67,0.53,0.96,0.79,0.49,0.43,0.39,0.28,0.33,0.25,0.34,0.28,0.34,0.26,0.32
b_1,0.72,0.68,0.62,0.58,0.95,0.71,0.45,0.41,0.42,0.4,0.31,0.35,0.27,0.38,0.26,0.33
a_1,0.76,0.79,0.7,0.71,0.59,0.95,0.59,0.47,0.44,0.45,0.44,0.44,0.3,0.44,0.37,0.42
h_1,1.05,1.16,0.87,0.85,0.66,0.5,0.82,0.62,0.58,0.54,0.57,0.51,0.42,0.47,0.44,0.53
g_1,1.31,0.98,0.91,0.86,0.76,0.57,0.64,0.8,0.6,0.55,0.61,0.72,0.51,0.56,0.5,0.45
c_0,1.01,1.06,1.05,0.93,0.76,0.61,0.67,0.61,0.77,0.68,0.88,0.57,0.57,0.53,0.47,0.47
d_0,0.93,0.97,0.85,1.5,0.87,0.66,0.64,0.56,0.44,0.72,0.51,0.51,0.48,0.54,0.4,0.48
b_0,1.06,1.18,0.91,1.18,0.86,0.57,0.69,0.6,0.55,0.65,0.74,0.53,0.74,0.62,0.44,0.49
f_0,1.22,1.05,0.83,1.09,1.0,0.69,0.74,0.59,0.68,0.61,0.64,0.74,0.52,0.55,0.81,0.54
a_0,1.2,1.21,1.03,1.17,0.91,0.68,0.79,0.64,0.63,0.62,0.61,0.59,0.69,0.68,0.46,0.58
h_0,1.24,1.4,1.08,1.06,0.82,0.7,0.65,0.72,0.69,0.67,0.61,0.6,0.53,0.53,0.41,0.59
e_0,1.29,1.28,0.94,1.15,1.13,0.78,0.77,0.66,0.72,0.67,0.66,0.54,0.56,0.73,0.7,0.59
g_0,1.67,1.2,1.05,1.12,0.86,0.65,0.73,0.58,0.81,0.64,0.7,0.73,0.49,0.61,0.52,0.52
