,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.25,0.26,0.34,0.25,0.18,0.17,0.18,0.31,0.19,0.17,0.17,0.16,0.12,0.07,0.12
f_1,0.47,0.94,0.29,0.27,0.22,0.18,0.16,0.17,0.17,0.17,0.16,0.08,0.15,0.12,0.11,0.14
d_1,0.33,0.3,0.94,0.21,0.28,0.19,0.17,0.15,0.09,0.29,0.21,0.16,0.17,0.12,0.13,0.1
c_1,0.25,0.3,0.29,0.94,0.43,0.19,0.22,0.17,0.17,0.06,0.16,0.16,0.15,0.15,0.14,0.14
b_1,0.3,0.36,0.28,0.25,0.93,0.3,0.24,0.19,0.18,0.19,0.05,0.18,0.16,0.08,0.16,0.12
a_1,0.37,0.37,0.31,0.32,0.21,0.93,0.26,0.21,0.23,0.22,0.2,0.21,0.22,0.08,0.13,0.18
h_1,0.56,0.8,0.58,0.44,0.42,0.29,0.73,0.4,0.33,0.32,0.26,0.32,0.16,0.23,0.24,0.33
g_1,0.48,0.51,0.86,0.53,0.47,0.35,0.35,0.73,0.35,0.33,0.34,0.53,0.27,0.21,0.22,0.18
d_0,0.54,0.61,0.31,0.86,0.52,0.41,0.33,0.31,0.62,0.31,0.35,0.39,0.32,0.24,0.23,0.19
c_0,0.61,0.73,0.56,0.47,0.36,0.37,0.39,0.38,0.42,0.63,0.57,0.36,0.34,0.34,0.28,0.25
b_0,0.7,0.61,0.55,0.58,0.44,0.37,0.45,0.34,0.43,0.41,0.62,0.36,0.32,0.47,0.27,0.27
f_0,0.65,0.39,0.68,0.63,0.54,0.4,0.41,0.3,0.39,0.35,0.36,0.6,0.31,0.28,0.48,0.26
h_0,0.69,0.91,0.65,0.58,0.58,0.34,0.25,0.46,0.42,0.42,0.35,0.42,0.22,0.31,0.24,0.38
a_0,0.77,0.77,0.69,0.51,0.68,0.25,0.49,0.45,0.35,0.44,0.35,0.41,0.33,0.61,0.31,0.32
e_0,0.43,0.77,0.76,0.56,0.59,0.49,0.5,0.52,0.5,0.37,0.38,0.4,0.44,0.29,0.61,0.35
g_0,0.73,0.67,0.92,0.6,0.67,0.33,0.36,0.25,0.48,0.42,0.35,0.55,0.32,0.28,0.35,0.22
