,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,99.68,103.86,69.16,120.49,146.97,351.83,8528.44,20154.63,23862.03,20543.71,30384.18,33377.84,97514.84,133682.36,113837.69,165691.09
e_1,54.16,114.53,70.02,138.94,142.56,331.24,9363.22,19922.08,33866.13,22275.88,34621.6,51759.33,98253.61,126374.81,128423.35,155027.44
d_1,59.49,66.51,122.52,92.16,146.95,342.2,9129.92,16538.09,16392.76,33605.93,34073.26,48203.23,101262.09,123160.32,144066.75,150767.82
c_1,45.59,49.34,66.66,169.98,219.72,322.76,6474.42,15064.2,15007.57,14459.22,21838.94,38881.16,79358.92,94006.22,105325.93,126997.18
b_1,44.89,47.66,54.57,75.41,224.82,471.25,6536.68,13091.92,16517.19,18762.43,19620.06,35412.9,75472.61,73312.5,105697.27,118276.09
a_1,36.89,41.54,48.07,61.92,73.04,452.31,5758.92,13399.61,12758.32,12965.09,19386.81,25371.87,60413.28,72743.84,74111.54,98478.39
h_1,19.28,16.43,19.01,29.76,37.59,76.95,3105.92,5778.16,5631.22,5272.98,8798.54,12240.7,22440.91,30859.59,39200.92,53445.87
g_1,9.36,13.05,20.03,22.29,31.56,61.1,1636.15,5839.72,4170.21,4392.22,6605.35,12790.96,15236.51,25249.27,28331.84,33308.24
d_0,10.98,11.4,12.25,37.22,33.58,69.21,1605.56,3792.63,5545.48,3056.52,5501.02,8881.99,20154.77,22617.02,28435.19,30774.74
c_0,12.2,13.92,13.65,21.46,24.94,62.76,1906.89,4130.08,4964.72,5439.76,10101.0,9198.54,22040.56,28888.11,30307.59,35569.07
b_0,11.17,11.35,13.55,21.59,25.73,55.35,1637.2,3603.76,4188.0,3546.06,7474.23,8695.69,17801.21,37287.09,25789.98,29971.56
f_0,8.62,8.69,12.18,18.42,23.8,63.27,1331.8,2613.17,3501.65,3993.24,4853.88,9835.91,17038.66,19020.26,37087.71,25559.27
h_0,8.88,8.23,10.41,14.77,18.49,45.13,1018.13,3002.89,2524.66,2899.08,3970.39,5505.11,11213.78,17095.01,15266.18,26578.08
a_0,6.18,7.13,9.01,14.15,22.03,28.1,1111.56,2453.37,2591.81,2602.89,3211.03,6192.09,11423.0,20983.96,17709.28,17753.21
e_0,6.45,5.85,8.55,14.28,18.38,40.15,967.3,2221.26,2261.81,2537.13,3875.72,4499.67,13809.96,13598.56,21544.09,18983.24
g_0,5.95,6.86,11.18,12.66,17.03,37.39,880.77,1634.72,2095.82,2542.37,3376.35,6232.43,10537.4,15192.2,15926.6,14620.27
