,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.11,1.51,1.75,1.46,1.39,0.6,0.58,0.6,0.42,0.43,0.48,0.36,0.38,0.45,0.33
f_1,1.72,1.04,1.31,1.52,1.43,1.1,0.43,0.57,0.48,0.4,0.38,0.47,0.27,0.36,0.35,0.32
d_1,1.73,1.81,1.04,1.63,1.42,1.24,0.59,0.42,0.58,0.55,0.5,0.43,0.37,0.39,0.35,0.25
c_1,1.44,1.7,1.97,1.04,1.88,1.41,0.58,0.66,0.34,0.49,0.45,0.43,0.39,0.39,0.38,0.37
b_1,1.86,1.89,2.01,1.13,1.05,1.71,0.72,0.76,0.52,0.71,0.62,0.49,0.45,0.48,0.46,0.38
a_1,2.37,3.19,2.53,2.22,1.51,1.06,1.01,0.83,0.75,0.76,0.93,0.7,0.52,0.73,0.64,0.51
h_1,4.4,5.38,4.0,4.77,3.95,3.2,1.25,1.58,1.3,1.21,1.22,1.17,1.17,0.99,1.03,1.0
g_1,5.25,5.01,4.88,4.9,4.57,3.81,1.56,1.25,1.6,1.43,1.45,1.34,0.94,1.27,1.0,1.1
d_0,3.47,4.96,5.73,5.97,5.24,4.58,2.18,2.07,1.34,1.34,1.42,1.41,1.27,1.29,1.4,1.24
c_0,6.2,5.87,3.68,7.08,4.74,4.23,2.26,1.73,2.39,1.34,1.91,1.69,1.25,1.44,1.5,1.1
b_0,5.97,6.55,4.9,8.11,6.22,4.4,2.31,1.91,2.03,1.17,1.35,1.45,1.46,1.75,1.51,1.19
f_0,5.93,7.67,6.31,6.73,6.49,4.72,2.47,1.78,1.91,1.75,1.78,1.4,1.55,1.76,1.91,1.1
h_0,6.77,7.8,6.96,7.08,6.35,5.8,2.75,2.85,2.06,2.15,1.99,1.78,1.77,1.83,1.74,1.53
a_0,8.12,9.05,7.4,8.19,7.68,7.45,3.07,3.06,2.58,2.16,1.51,2.1,1.78,1.47,1.97,1.6
e_0,8.89,10.41,8.34,8.19,7.94,6.39,3.22,3.13,2.32,2.48,2.45,1.37,1.92,2.16,1.49,1.62
g_0,8.62,9.09,9.22,8.77,7.6,7.54,2.55,3.33,2.6,2.68,2.74,2.35,1.79,2.32,2.06,2.04
