,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,97.53,112.85,74.96,126.07,161.97,489.47,9938.62,22675.31,27228.77,34619.39,43394.59,42385.07,138043.19,118485.68,136304.93,285487.75
e_1,59.43,113.73,79.13,136.0,158.22,529.67,10521.6,22763.35,27279.5,47240.55,42563.27,54670.12,138540.61,118519.66,141554.25,262552.16
d_1,69.49,75.36,119.63,106.32,144.22,502.64,9607.53,18027.79,39506.38,23423.45,47061.1,49011.73,129260.74,109472.75,159552.04,237495.51
c_1,54.93,58.75,70.79,158.46,211.91,496.34,8697.52,17681.85,18761.78,21259.77,29355.59,47992.9,118877.23,93344.25,139095.24,235904.75
b_1,52.42,57.41,67.98,78.1,205.32,695.02,7705.53,16168.97,22437.05,21265.37,26815.93,41164.07,102364.49,74222.36,127276.91,200974.33
a_1,36.79,38.19,46.31,62.66,72.84,563.57,5504.18,10608.69,14272.15,15495.26,22081.67,26251.18,74358.2,54158.41,97851.56,155190.85
h_1,18.91,19.05,21.79,29.58,38.97,131.71,3214.74,5835.6,6105.49,7266.34,9756.98,13859.94,34595.55,31194.87,40408.34,83568.56
g_1,11.65,13.99,21.03,23.22,29.26,105.43,1898.89,5809.04,5931.1,5575.23,7884.97,12866.45,26690.59,22160.94,37030.12,57308.63
c_0,12.84,14.96,14.24,20.72,26.4,97.4,1976.28,3822.04,6210.05,6683.36,12172.01,9748.77,26704.31,26406.27,33498.56,56031.18
d_0,10.78,11.05,13.75,32.98,31.74,99.77,1811.24,3949.45,3714.74,6709.7,6506.92,9492.11,25899.9,20316.0,31159.61,48212.33
b_0,10.89,12.7,12.35,23.07,24.44,71.99,1871.96,3763.61,3856.28,5546.46,8646.82,8234.62,25116.58,31132.92,30391.2,48577.14
f_0,9.92,10.82,13.61,18.25,23.66,86.35,1567.06,3090.71,3965.4,4691.27,6909.5,10125.78,21798.47,17047.82,40485.65,40069.06
h_0,8.8,8.56,10.32,13.79,19.55,61.75,1053.21,2863.07,3315.43,3522.56,4427.94,6032.04,13579.16,12330.46,19022.88,38269.14
a_0,7.45,8.78,10.28,15.24,20.66,50.23,1179.73,2619.97,3009.32,3637.83,4082.34,6255.0,18558.06,17916.91,20556.93,33690.01
e_0,8.44,7.98,9.07,11.61,16.45,44.51,1131.77,2058.56,2910.37,2995.68,4358.64,5215.57,16869.42,13322.1,25098.49,28927.22
g_0,5.82,6.47,9.9,11.25,15.87,49.52,825.78,1512.28,2617.76,2491.52,3603.69,6265.69,12629.09,11194.2,17629.49,24023.43
