,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
d_1,11377.62,5992.99,5090.03,9322.74,16485.84,69956.07,8012639.72,13838545.92,14415614.13,38650279.9,38045500.55,67133529.01,209689586.61,201887018.08,484014498.62,412658558.86
f_1,4672.58,12644.71,9085.21,11589.14,15213.25,57249.53,7012874.91,12904141.8,21017874.66,21186760.83,28563715.29,41826185.02,206645317.49,157259100.59,463825826.22,237336848.28
e_1,4495.08,6036.91,12844.05,14365.45,17446.88,67417.77,7535150.92,13133373.8,32078215.0,21440994.4,32085724.57,58163334.8,182052371.69,165183468.21,416794752.48,277982813.07
c_1,4978.62,5006.85,5242.89,31625.4,29953.73,64080.0,7291357.04,13467653.82,18130586.12,13256174.02,20536410.99,69822127.69,201504605.97,170354234.77,447474944.44,343127649.75
b_1,4954.48,5662.32,5703.47,12458.53,45502.86,127096.97,6715860.78,11443883.87,18347264.7,20344831.74,22174300.87,60492024.87,175535486.84,160840688.99,477415323.18,355096981.24
a_1,5731.38,5257.63,5448.29,13193.87,16437.95,257642.9,8139752.84,13306367.28,19395086.45,21643044.71,32839531.0,61433749.9,220283446.75,139682205.93,487570010.71,426561680.69
h_1,5964.37,7965.66,6130.74,13155.27,16418.19,58687.9,13343444.32,18448793.18,17217662.77,23192192.58,27545511.02,55332235.9,156013775.83,183940837.35,534922942.29,382303510.29
g_1,7563.18,5668.73,5410.08,12839.06,16868.95,62647.51,7143836.58,26949016.32,17568466.28,26056160.21,31727900.06,90386012.02,212939894.72,183478172.74,347961397.17,484889548.65
d_0,4330.08,6416.35,6013.6,23109.61,18932.69,59099.96,7694849.23,13693673.09,28880407.32,18159956.67,31796078.21,57501716.16,210937480.87,157831318.3,450610197.2,399417821.49
c_0,6332.25,7453.17,5795.24,10729.85,14037.86,70372.92,9277634.06,14231965.63,20382674.3,34217013.51,57619867.74,65089647.51,234753590.08,248191722.9,519561979.42,503405174.41
b_0,6658.6,6889.54,5912.01,13537.44,12325.92,61247.5,8383588.43,14792938.14,18493548.39,23319645.81,50772039.47,66144504.59,216358264.65,336847106.88,565148263.02,384649668.74
f_0,5901.24,5857.89,5384.71,12892.34,17813.55,82625.28,8348599.45,13699581.45,20784303.36,25378798.25,35197041.85,110202442.92,206048088.72,210183744.85,500849785.53,815070516.94
h_0,6254.81,8105.57,6534.66,12319.7,16058.26,61806.8,5401808.69,16906100.19,18246439.41,22717538.69,37640628.2,64802788.32,187828546.05,187199743.98,607256272.4,349916628.66
a_0,5780.81,7430.25,5821.0,15123.34,18919.99,41076.57,8516579.32,15008163.61,22591634.08,24247895.05,37005193.9,66290142.96,237607737.07,353796134.43,518947718.95,389836584.39
g_0,7670.65,5736.33,5569.63,12921.66,17955.58,73325.8,7503935.07,10548359.5,17721162.6,24377416.16,36565735.66,95954615.83,203339572.51,208892086.34,453879817.44,477888221.94
e_0,6040.52,7096.66,5969.85,12881.85,18766.4,82393.35,8554890.52,15465893.1,16857850.93,20078783.65,34932402.44,61874943.05,233439180.28,204725371.98,440685786.52,736480559.73
