,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,105.63,74.86,69.16,76.45,73.9,229.86,6529.55,15128.81,15264.6,18642.69,30132.04,27884.11,88266.4,127733.1,85932.48,172473.07
e_1,47.22,106.53,65.95,82.52,83.27,239.87,10181.37,24041.41,14522.08,24213.91,31068.23,49257.58,88617.39,155469.9,97780.95,190909.19
d_1,51.06,39.82,140.06,63.35,72.59,223.9,7714.25,8418.35,25197.72,19488.02,34814.36,45223.92,85071.57,111639.34,129560.63,147578.22
c_1,45.43,41.59,54.85,144.76,118.32,196.73,8417.53,10789.05,9687.43,19103.6,21422.73,39987.41,77489.05,100653.65,126222.0,155235.19
b_1,39.56,36.34,60.18,50.29,163.68,388.51,8776.09,13900.52,13848.95,23524.73,20316.82,39395.48,83579.85,96061.77,100556.34,151637.1
a_1,29.9,25.78,45.48,38.98,43.1,414.67,7455.53,10372.25,10025.61,15737.4,22432.23,33367.48,59408.98,51652.1,92479.44,143295.69
h_1,16.2,10.81,18.85,16.25,17.04,43.23,3901.86,3453.39,4075.0,7223.52,8106.68,10365.54,16266.85,30869.74,32568.05,56280.84
d_0,10.64,9.58,12.49,25.81,17.62,43.98,2265.57,4745.95,2205.22,4635.61,6397.86,10607.15,20946.51,26585.21,28588.01,41419.71
c_0,11.99,11.28,12.41,10.99,15.07,55.07,2053.14,3926.41,5052.46,4997.94,11522.27,9298.89,19574.45,30527.31,29035.44,44097.47
g_1,7.21,8.13,18.23,13.04,12.88,37.36,1471.35,2676.0,2564.27,8136.27,5715.72,12475.13,16850.43,23632.69,26303.36,29053.57
b_0,10.15,9.54,11.33,14.24,7.95,34.12,1419.36,2527.6,2387.97,4439.08,8554.77,8409.16,15274.74,37894.44,26800.96,35454.77
f_0,6.25,5.86,11.55,11.48,12.87,32.92,1452.63,2195.43,2677.24,3227.37,5165.7,11627.54,15236.2,19422.92,38378.03,24656.93
h_0,7.68,6.49,9.07,8.62,10.13,31.16,932.17,2015.35,2223.42,3527.27,4203.49,5844.5,8144.99,14171.75,14951.4,30959.88
a_0,5.26,4.7,8.56,8.83,8.33,15.34,997.13,1621.29,1919.27,2631.99,3517.45,5827.08,11254.83,24508.0,11950.78,23704.81
e_0,6.17,3.68,8.27,8.41,10.21,24.97,1115.96,1407.71,1965.73,2374.92,3566.28,4069.75,12695.8,13573.74,26378.99,19529.17
g_0,4.51,4.73,9.79,6.85,8.45,21.35,884.36,1414.55,1529.2,1890.61,3019.03,7183.81,7779.31,13749.91,14936.17,15584.75
