,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.19,0.85,0.94,0.79,0.67,0.42,0.47,0.42,0.37,0.36,0.31,0.3,0.33,0.28,0.33
e_1,0.84,1.0,0.97,1.11,0.87,0.7,0.55,0.46,0.57,0.43,0.45,0.45,0.37,0.34,0.38,0.34
d_1,1.13,1.03,1.0,0.84,0.88,0.72,0.53,0.36,0.43,0.56,0.43,0.4,0.36,0.33,0.33,0.27
c_1,1.07,0.9,1.22,1.0,1.28,0.84,0.49,0.46,0.33,0.41,0.38,0.41,0.37,0.33,0.31,0.34
b_1,1.27,1.13,1.15,0.78,1.0,1.26,0.6,0.47,0.5,0.57,0.46,0.45,0.42,0.3,0.37,0.38
a_1,1.54,1.41,1.43,1.16,0.79,1.0,0.79,0.71,0.59,0.59,0.63,0.48,0.51,0.57,0.41,0.46
h_1,2.43,1.86,1.89,1.96,1.69,1.26,1.0,0.98,0.88,0.76,0.85,0.78,0.73,0.62,0.71,0.78
g_1,2.08,2.17,2.77,2.17,2.1,1.41,1.01,1.0,0.96,0.93,0.92,1.08,0.64,0.72,0.72,0.85
d_0,2.29,1.71,2.32,3.11,2.16,1.66,1.12,1.06,1.0,0.77,0.88,0.87,0.89,0.75,0.77,0.8
c_0,2.64,2.41,1.79,2.37,1.72,1.58,1.28,1.06,1.28,1.0,1.31,0.82,0.88,0.81,0.79,0.79
b_0,2.76,2.27,2.32,2.63,2.18,1.64,1.22,1.09,1.18,0.79,1.0,0.94,0.88,1.11,0.79,0.84
f_0,3.08,2.19,2.6,2.49,2.18,2.05,1.27,0.88,1.13,1.17,1.02,0.99,0.99,0.78,1.18,0.76
h_0,3.28,2.69,2.83,2.7,2.25,2.03,1.45,1.55,1.12,1.14,1.11,0.97,1.0,0.92,0.77,1.08
a_0,3.02,2.82,3.06,3.25,3.25,1.95,1.68,1.42,1.41,1.2,0.93,1.26,1.05,1.0,1.07,0.95
e_0,3.53,2.76,2.96,3.16,2.73,2.35,1.47,1.37,1.23,1.25,1.29,0.87,1.36,0.94,1.0,0.99
g_0,3.13,2.89,3.58,3.03,2.64,2.04,1.33,1.17,1.23,1.27,1.21,1.3,0.95,1.1,0.98,1.0
