,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.93,1.91,1.1,1.83,1.34,1.44,5.71,12.51,5.37,6.41,8.04,7.21,9.25,8.27,5.39,11.59
f_1,2.62,5.99,1.39,1.53,1.32,1.52,4.39,7.16,5.29,6.88,7.05,3.21,9.95,6.27,5.75,8.9
d_1,1.37,1.71,6.56,1.12,1.76,1.54,5.65,3.53,5.86,14.07,8.63,7.86,12.88,7.79,9.15,10.55
c_1,1.33,1.31,1.68,6.55,2.53,1.31,5.39,6.68,5.45,3.41,5.79,8.49,12.06,7.34,8.15,9.37
b_1,1.38,1.33,1.75,1.58,7.55,2.82,5.0,6.52,5.03,6.47,3.49,6.9,9.27,5.92,7.65,11.39
a_1,1.42,1.53,1.85,1.58,1.52,10.74,5.79,8.14,6.16,6.6,8.6,7.54,11.39,4.04,6.6,10.9
h_1,1.86,2.81,1.95,1.56,1.38,1.63,16.63,7.84,8.42,7.06,9.77,8.92,9.05,10.55,7.97,16.89
d_0,2.01,1.98,0.99,3.57,1.53,1.79,6.94,15.18,6.33,6.06,9.02,8.86,12.26,6.69,9.0,13.83
g_1,1.55,1.59,2.75,1.71,2.07,1.62,6.97,8.37,20.14,7.54,8.21,14.6,13.09,9.61,8.68,8.09
c_0,1.92,2.11,2.21,1.19,1.42,1.58,7.58,8.42,6.37,18.32,17.09,10.37,13.33,10.99,10.63,14.0
b_0,1.89,2.27,2.04,2.15,0.92,1.59,6.97,9.2,7.14,7.92,17.58,9.39,14.96,20.55,10.35,14.54
f_0,1.67,1.24,2.41,1.89,2.07,1.64,9.13,8.09,7.24,8.1,11.58,19.98,12.62,10.95,20.58,15.53
h_0,1.42,2.51,1.91,1.78,2.04,1.88,4.52,8.22,8.73,9.33,10.38,10.09,8.97,9.17,9.75,16.65
a_0,1.75,2.09,2.3,1.96,1.41,1.49,8.29,8.5,8.29,9.43,9.78,8.71,16.05,25.56,12.42,13.29
e_0,1.02,2.21,1.92,2.17,1.78,1.96,9.79,9.19,7.0,9.01,10.82,9.12,17.1,10.32,25.46,15.93
g_0,1.48,1.34,2.89,2.15,1.78,1.79,7.73,7.2,3.26,8.25,10.93,15.4,12.6,8.05,10.81,11.17
