,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.8,0.95,1.09,0.88,0.73,0.53,0.66,0.45,0.46,0.38,0.4,0.36,0.31,0.35,0.29
f_1,1.24,1.0,0.87,0.9,0.93,0.75,0.43,0.43,0.45,0.47,0.42,0.35,0.28,0.37,0.38,0.31
d_1,1.05,1.14,1.0,1.05,0.79,0.7,0.5,0.45,0.57,0.34,0.47,0.38,0.33,0.35,0.24,0.28
c_1,0.92,1.1,0.95,1.0,1.36,0.74,0.5,0.35,0.33,0.46,0.34,0.38,0.38,0.3,0.33,0.33
b_1,1.13,1.07,1.28,0.74,1.0,1.18,0.55,0.45,0.53,0.53,0.41,0.39,0.39,0.37,0.35,0.35
a_1,1.39,1.35,1.43,1.36,0.84,1.0,0.74,0.58,0.59,0.67,0.74,0.5,0.49,0.52,0.47,0.41
h_1,1.88,2.35,2.07,2.0,1.74,1.3,1.0,0.93,0.85,1.07,0.83,0.63,0.63,0.62,0.77,0.58
d_0,1.53,2.28,2.33,2.93,2.2,1.54,1.1,1.0,0.84,1.1,0.94,0.81,0.81,0.64,0.78,0.74
c_0,2.12,2.27,1.81,2.49,1.83,1.69,1.19,1.18,1.0,1.1,1.31,0.92,0.71,0.95,0.73,0.74
g_1,2.29,2.11,2.87,2.16,1.93,1.48,0.91,0.9,0.93,1.0,0.88,1.12,0.64,0.65,0.71,0.68
b_0,2.43,2.37,2.24,2.88,2.29,1.37,1.17,1.0,0.73,1.1,1.0,0.89,1.02,1.16,0.74,0.81
f_0,2.41,3.1,2.64,2.71,2.57,2.08,1.66,1.17,1.07,0.9,1.16,1.0,0.96,0.9,0.7,1.18
h_0,2.77,3.43,3.11,2.65,2.65,1.82,1.59,1.27,1.36,1.59,0.98,1.07,1.0,0.91,1.11,0.77
a_0,3.3,2.76,2.84,3.3,2.76,1.82,1.58,1.39,1.13,1.45,0.97,1.07,1.08,1.0,0.99,0.84
g_0,3.05,2.68,4.11,3.06,2.9,2.0,1.31,1.33,1.39,1.36,1.35,1.49,0.91,0.91,1.0,0.85
e_0,3.42,3.51,3.3,2.91,2.93,2.37,1.74,1.22,1.38,1.42,1.36,0.86,1.42,1.1,1.26,1.0
