,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.01,0.09,0.13,0.1,0.1,0.21,0.2,0.18,0.21,,0.22,0.33,0.42,0.28,0.37,0.28
f_1,0.08,0.01,0.12,0.07,0.11,0.19,0.12,0.3,0.22,0.24,0.24,,0.3,0.2,0.51,0.35
e_1,0.06,0.04,0.01,0.07,0.08,0.12,0.14,0.25,0.13,0.17,0.18,0.26,0.25,0.2,,0.28
c_1,0.07,0.07,0.05,0.01,0.09,0.09,0.15,0.15,,0.08,0.1,0.19,0.16,0.21,0.23,0.21
b_1,0.04,0.03,0.04,0.02,,0.06,0.09,0.11,0.1,0.08,,0.1,0.1,0.12,0.1,0.14
a_1,0.01,0.02,0.01,0.01,0.01,,0.04,0.03,0.03,0.03,0.04,0.04,,0.05,0.07,0.07
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
