,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.39,0.63,0.8,0.77,0.61,0.21,0.25,0.15,0.14,0.13,0.15,0.1,0.13,0.3,0.11
f_1,0.64,0.17,0.65,0.68,0.57,0.61,0.13,0.22,0.14,0.12,0.14,0.25,0.07,0.12,0.13,0.1
d_1,0.79,0.63,0.15,0.72,0.68,0.64,0.16,0.11,0.32,0.13,0.14,0.11,0.09,0.12,0.11,0.06
c_1,0.47,0.7,0.84,0.14,0.6,0.67,0.21,0.2,0.08,0.24,0.14,0.13,0.1,0.16,0.15,0.1
b_1,0.62,0.75,0.66,0.34,0.14,0.81,0.19,0.19,0.14,0.21,0.31,0.14,0.1,0.15,0.14,0.1
a_1,0.69,0.76,0.66,0.67,0.36,0.09,0.21,0.23,0.13,0.15,0.17,0.13,0.12,0.32,0.13,0.12
h_1,0.55,0.53,0.55,0.49,0.47,0.45,0.06,0.17,0.13,0.11,0.11,0.1,0.11,0.11,0.09,0.08
g_1,0.54,0.6,0.54,0.6,0.51,0.44,0.11,0.05,0.13,0.1,0.11,0.1,0.06,0.1,0.09,0.1
d_0,0.31,0.52,1.02,0.52,0.59,0.43,0.17,0.16,0.07,0.12,0.1,0.1,0.08,0.16,0.11,0.09
c_0,0.53,0.61,0.28,1.06,0.61,0.47,0.18,0.15,0.17,0.06,0.1,0.12,0.07,0.11,0.09,0.07
b_0,0.51,0.52,0.39,0.68,1.1,0.47,0.18,0.17,0.11,0.06,0.05,0.11,0.09,0.08,0.08,0.07
f_0,0.51,0.95,0.56,0.51,0.53,0.45,0.16,0.1,0.11,0.11,0.1,0.05,0.08,0.1,0.09,0.05
h_0,0.46,0.51,0.51,0.56,0.57,0.5,0.24,0.16,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.07
a_0,0.52,0.52,0.46,0.53,0.81,0.63,0.18,0.17,0.11,0.08,0.05,0.11,0.08,0.04,0.09,0.08
e_0,0.86,0.74,0.49,0.47,0.41,0.53,0.15,0.13,0.12,0.11,0.12,0.04,0.1,0.1,0.04,0.05
g_0,0.52,0.6,0.6,0.49,0.56,0.4,0.1,0.22,0.14,0.1,0.1,0.1,0.05,0.1,0.08,0.12
