,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,1.13,1.4,1.46,3.15,16.52,28.29,28.08,33.89,45.46,50.61,66.62,81.51,74.49,153.08
e_1,0.78,1.0,1.15,1.45,1.76,3.59,17.11,28.31,34.81,34.85,49.26,64.97,79.06,104.07,128.34,123.99
d_1,0.89,0.86,1.0,0.94,1.27,2.97,15.96,18.34,26.09,40.12,38.84,43.4,58.19,64.67,90.7,87.51
c_1,0.72,0.69,1.05,1.0,2.07,2.84,15.59,20.37,17.39,26.17,26.65,44.96,56.48,57.28,77.73,112.52
b_1,0.69,0.56,0.79,0.48,1.0,3.4,11.26,18.78,15.31,27.5,24.94,31.2,48.58,55.64,67.65,93.07
a_1,0.32,0.28,0.34,0.35,0.3,1.0,5.9,8.29,7.73,10.95,15.05,12.15,21.3,27.73,26.75,37.53
h_1,0.06,0.06,0.06,0.06,0.09,0.17,1.0,1.69,1.55,1.72,2.3,2.65,4.3,4.45,5.4,9.05
g_1,0.04,0.04,0.05,0.05,0.06,0.12,0.56,1.0,0.88,1.25,1.56,2.65,2.46,2.77,4.62,3.91
d_0,0.04,0.03,0.04,0.06,0.07,0.12,0.66,1.17,1.0,1.14,1.43,2.02,2.75,3.02,4.13,5.59
c_0,0.03,0.03,0.02,0.04,0.04,0.09,0.56,0.77,0.9,1.0,1.7,1.34,2.24,2.65,3.39,3.83
b_0,0.02,0.02,0.02,0.04,0.04,0.06,0.44,0.61,0.7,0.61,1.0,1.32,1.87,2.76,2.44,3.09
f_0,0.02,0.02,0.02,0.02,0.03,0.08,0.38,0.38,0.52,0.74,0.84,1.0,1.41,1.55,3.35,2.21
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.24,0.42,0.38,0.44,0.57,0.69,1.0,1.08,1.44,2.17
a_0,0.01,0.01,0.02,0.02,0.02,0.04,0.22,0.36,0.34,0.4,0.36,0.62,0.9,1.0,1.22,1.44
e_0,0.01,0.01,0.01,0.01,0.01,0.04,0.19,0.21,0.25,0.29,0.42,0.32,0.67,0.8,1.0,1.22
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.12,0.25,0.19,0.29,0.31,0.49,0.45,0.63,0.86,1.0
