,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.52,0.82,0.84,1.06,0.88,0.79,1.05,0.98,1.58,0.88,1.1,0.97,1.16,1.0,0.83,1.08
f_1,1.39,1.52,0.76,0.88,0.71,0.7,0.9,0.88,1.06,0.95,0.77,0.98,0.98,0.76,0.66,1.05
d_1,0.89,1.04,1.56,0.79,0.73,0.66,1.05,0.89,0.76,1.58,1.0,1.26,1.16,1.04,0.93,1.0
c_1,0.86,0.93,0.83,1.57,1.41,0.69,1.01,0.98,0.88,0.65,0.94,0.71,1.12,0.83,0.89,0.95
b_1,0.85,0.99,0.97,0.77,1.63,1.3,1.03,1.08,1.13,1.09,1.04,0.77,1.14,0.77,0.87,0.96
a_1,1.01,0.97,1.13,1.15,0.75,1.76,1.27,1.04,1.31,1.21,1.09,1.12,1.26,0.77,1.04,1.13
h_1,1.09,1.46,1.2,1.09,0.87,0.84,1.85,1.69,1.32,1.23,1.22,1.22,1.3,1.09,1.12,1.55
g_1,1.08,1.17,1.61,1.08,1.01,0.89,1.11,1.89,1.18,1.44,1.72,1.16,1.29,1.22,1.31,1.35
d_0,1.07,1.27,0.96,1.86,1.16,0.82,1.28,1.16,1.7,0.96,1.13,1.23,1.63,1.25,1.12,1.25
c_0,1.22,1.33,1.14,1.17,0.8,0.99,1.44,1.22,1.65,1.8,1.49,2.19,1.54,1.33,1.24,1.54
f_0,1.06,1.2,1.33,1.28,1.14,0.99,1.42,1.22,1.57,1.38,1.85,1.52,1.5,1.21,2.31,1.37
b_0,1.26,1.39,1.14,1.36,0.91,0.86,1.25,1.36,1.5,1.23,1.35,1.8,1.58,2.11,1.1,1.44
h_0,1.23,1.63,1.43,1.11,1.11,0.91,1.09,1.68,1.17,1.55,1.27,1.3,1.37,1.19,1.04,1.71
a_0,1.19,1.4,1.26,1.32,1.24,1.0,1.56,1.36,1.44,1.51,1.34,1.28,1.74,1.84,1.23,1.48
e_0,1.13,1.58,1.31,1.29,1.19,0.85,1.54,1.45,1.52,1.56,1.09,1.68,1.84,1.28,1.85,1.47
g_0,1.21,1.23,1.84,1.18,1.07,0.91,1.34,1.12,1.38,1.49,1.94,1.49,1.5,1.44,1.54,1.31
