,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,104.22,82.78,63.47,84.23,126.88,308.54,6389.55,11870.83,16970.16,18743.67,22918.76,24532.21,82028.33,80216.12,82037.36,169514.21
e_1,48.08,105.47,65.33,84.94,142.18,365.3,8646.97,12675.9,32271.21,22290.05,26017.87,46020.02,107288.93,87445.17,84010.28,204022.25
d_1,48.6,46.93,128.29,66.09,122.82,370.6,6371.2,11389.94,13180.6,29371.68,24571.21,37039.55,91811.5,82974.43,112356.55,170983.76
c_1,49.4,46.44,56.01,147.12,192.93,270.35,5554.65,10033.81,13303.69,9415.17,14148.78,31808.78,78630.67,70671.79,82415.32,144403.32
b_1,39.05,33.89,49.16,50.07,225.83,571.62,6499.33,8813.92,15843.67,14876.65,13355.3,30462.5,61509.19,51935.88,72249.45,139972.58
a_1,33.3,26.86,34.25,49.21,46.32,546.0,4121.33,6548.79,10653.47,10706.2,14079.0,19594.26,48226.12,35534.86,60184.54,88261.97
h_1,19.3,12.3,18.95,18.91,31.24,91.46,2932.35,4651.45,5631.22,5047.79,6756.76,9835.88,21774.24,20277.91,28809.82,64041.8
g_1,11.28,10.2,20.47,18.63,27.5,78.56,1307.92,4690.18,3680.92,4268.55,5592.02,11662.76,20823.0,18576.52,22670.85,34492.36
d_0,11.08,8.24,9.2,28.34,28.08,70.19,1349.91,2725.21,5374.86,3212.81,4911.1,7135.99,18952.93,17503.99,24247.1,40985.9
c_0,10.47,9.11,13.25,13.74,22.4,64.03,1551.85,3146.82,4378.99,5807.63,9162.29,8185.84,24165.68,22204.15,20803.54,44166.48
b_0,10.63,9.81,13.8,16.92,15.19,51.95,1397.31,2537.55,3657.78,3171.95,6707.77,7389.73,19386.27,29986.1,21480.95,37163.92
f_0,7.66,6.41,12.36,14.57,19.51,61.75,1232.11,1775.47,3958.19,3334.38,4126.7,9543.43,17077.38,15324.01,28899.25,30325.29
h_0,8.65,6.53,9.71,10.4,15.41,42.89,665.59,1890.65,2606.71,2229.03,3104.99,4322.36,9620.44,11297.82,11698.42,28875.03
a_0,7.1,6.51,9.4,11.01,17.87,32.79,936.23,1726.84,2525.1,2334.14,2582.88,5445.74,13532.45,16865.92,15667.25,26662.72
e_0,7.58,4.92,7.56,10.59,15.13,39.48,788.77,1527.08,2307.56,2780.68,3065.88,3828.43,13704.0,10986.19,20926.87,23508.22
g_0,4.68,4.65,9.8,8.72,12.31,40.64,579.85,1117.12,1884.0,1896.99,2427.03,5825.52,8195.22,8788.79,12002.44,15091.34
