,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.99,1.16,1.03,0.78,0.69,0.82,0.6,0.85,0.7,0.73,0.59,0.61,0.59,0.6
f_1,1.31,1.0,0.92,1.01,0.83,0.66,0.62,0.62,0.56,0.62,0.62,0.47,0.46,0.57,0.51,0.61
d_1,1.02,1.09,1.0,0.83,0.96,0.95,0.72,0.57,0.86,0.73,0.65,0.57,0.6,0.6,0.62,0.43
c_1,0.87,1.0,1.21,1.0,1.41,0.82,0.7,0.62,0.57,0.49,0.54,0.65,0.58,0.65,0.55,0.57
b_1,0.96,1.19,1.04,0.71,1.0,1.42,0.88,0.73,0.77,0.68,0.66,0.7,0.76,0.43,0.61,0.61
a_1,1.27,1.52,1.06,1.21,0.71,1.0,0.89,0.8,0.77,0.89,0.8,0.59,0.74,1.01,0.7,0.76
h_1,1.44,1.65,1.37,1.4,1.15,1.09,1.0,1.2,0.92,0.86,0.88,0.79,0.71,0.83,0.63,0.99
g_1,1.24,1.52,1.76,1.59,1.45,1.22,0.82,1.0,1.04,0.91,0.88,1.08,0.82,0.72,0.78,0.74
c_0,1.64,1.72,1.15,1.82,1.26,1.41,1.1,0.95,1.0,1.16,1.36,0.98,0.91,0.95,0.94,0.87
d_0,1.24,1.53,1.36,2.12,1.53,1.05,1.13,1.1,0.89,1.0,1.14,1.04,0.92,0.79,0.78,0.95
b_0,1.44,1.67,1.6,1.82,1.38,1.17,1.15,1.12,0.74,0.86,1.0,0.91,0.92,1.27,0.91,0.8
f_0,1.38,2.08,1.74,1.58,1.43,1.6,1.28,0.97,0.99,1.04,1.09,1.0,1.1,0.85,1.21,0.63
h_0,1.78,2.13,1.74,1.63,1.26,1.34,1.35,1.23,1.09,1.12,1.12,0.88,1.0,0.76,1.0,1.19
a_0,1.7,1.78,1.66,1.54,2.1,1.14,1.23,1.4,1.05,1.22,0.82,1.24,1.32,1.0,0.96,0.86
e_0,1.64,1.97,1.61,1.72,1.57,1.46,1.5,1.18,1.13,1.29,1.14,0.81,0.99,1.02,1.0,1.15
g_0,1.57,1.68,2.15,1.87,1.74,1.37,1.03,1.23,1.19,1.06,1.32,1.57,0.84,1.11,0.91,1.0
