,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.67,0.73,0.87,0.74,0.6,0.78,0.87,0.82,1.33,0.81,0.91,0.99,0.79,0.52,1.01
f_1,1.18,1.52,0.64,0.71,0.68,0.56,0.75,0.75,0.76,0.81,0.82,0.48,0.8,0.66,0.5,0.78
d_1,0.72,0.86,1.56,0.65,0.61,0.68,0.88,0.79,1.41,0.65,0.93,0.89,0.98,0.92,0.76,0.9
c_1,0.65,0.8,0.74,1.58,1.17,0.57,0.83,0.87,0.46,0.81,0.72,0.79,0.95,0.6,0.84,0.79
b_1,0.76,0.84,0.74,0.6,1.61,1.03,0.86,0.77,0.98,0.96,0.6,0.83,1.02,0.67,0.84,0.8
a_1,0.88,0.79,0.86,0.83,0.57,1.74,1.15,0.82,0.98,0.97,1.14,0.97,1.2,0.7,0.9,0.84
h_1,1.1,1.26,1.05,0.91,0.74,0.72,1.78,1.31,1.19,0.99,1.04,1.21,0.96,0.99,0.87,1.53
g_1,0.95,0.84,1.38,0.9,0.93,0.79,1.04,1.81,1.17,1.06,1.21,1.75,1.13,0.92,1.05,0.85
c_0,1.02,1.15,0.99,0.84,0.8,0.77,1.16,1.07,1.66,1.2,1.84,1.2,1.34,1.2,1.18,1.26
d_0,0.9,1.23,0.73,1.6,0.98,0.77,1.24,1.1,0.85,1.61,1.06,1.11,1.36,0.85,1.02,1.02
b_0,1.08,1.07,1.15,1.1,0.8,0.6,1.26,1.13,1.11,1.22,1.72,1.23,1.3,1.86,0.92,1.26
f_0,0.88,1.04,1.1,1.19,0.94,0.78,1.18,1.0,1.28,1.25,1.27,1.72,1.49,1.14,1.94,1.11
h_0,1.04,1.47,1.14,0.98,0.87,0.63,0.94,1.49,1.15,1.19,1.29,1.01,1.18,1.32,1.14,1.43
a_0,1.16,1.17,1.09,1.08,0.87,0.73,1.44,1.29,1.41,1.52,1.07,1.24,1.39,1.77,1.25,1.46
e_0,0.84,1.52,1.2,1.23,0.99,0.85,1.52,1.23,1.21,1.24,1.25,0.97,1.53,0.88,1.78,1.3
g_0,0.94,0.98,1.66,1.09,0.96,0.84,1.03,1.2,1.35,1.12,1.43,1.64,1.38,1.19,1.08,1.07
