,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.41,1.77,1.07,1.18,1.09,0.9,1.88,2.07,2.05,2.18,2.3,1.44,2.6,2.32,2.04,2.69
e_1,1.03,2.42,1.13,1.17,1.22,1.07,2.63,2.14,4.12,2.64,2.61,3.05,3.55,2.54,1.89,3.26
d_1,1.14,1.07,2.52,1.03,1.13,1.17,1.99,2.07,1.59,3.74,2.68,2.57,3.18,2.67,2.91,3.05
c_1,1.25,1.15,1.04,2.58,1.87,0.81,1.89,2.0,1.85,1.04,1.64,2.31,2.85,2.45,2.32,2.63
b_1,1.12,0.97,1.13,0.97,2.81,2.32,2.71,2.09,2.74,2.44,1.67,2.58,2.65,2.14,2.33,3.06
a_1,1.39,1.09,1.1,1.45,0.73,3.35,2.33,2.12,2.45,2.45,2.69,2.39,2.9,1.82,2.75,2.82
h_1,1.69,1.07,1.35,1.05,1.08,1.13,3.9,3.41,2.9,2.6,2.76,2.61,2.6,2.35,2.76,4.28
g_1,1.21,1.09,1.77,1.28,1.13,1.14,1.95,4.26,2.19,2.55,2.87,3.66,3.16,2.54,2.66,2.67
d_0,1.38,1.0,0.79,2.24,1.33,1.2,2.27,2.6,3.89,2.31,2.66,2.51,3.47,2.93,3.23,3.8
c_0,1.31,1.04,1.27,1.14,1.02,1.0,2.61,3.02,2.94,4.1,5.1,2.98,4.46,3.59,2.87,3.99
b_0,1.41,1.23,1.38,1.41,0.67,0.91,2.52,2.69,2.78,2.3,4.2,2.67,3.68,5.06,2.87,3.49
f_0,1.05,0.96,1.52,1.44,1.08,1.25,2.39,2.17,3.43,2.69,2.95,4.43,3.98,3.1,4.76,3.41
h_0,1.66,1.16,1.41,1.36,1.19,1.06,1.71,2.93,2.89,2.41,2.75,2.28,2.51,3.06,2.4,4.12
a_0,1.34,1.23,1.4,1.29,1.31,0.86,2.71,2.83,2.72,2.25,2.49,3.11,3.94,4.72,3.54,3.82
e_0,1.6,0.87,1.15,1.43,1.23,1.2,2.29,2.58,2.79,3.19,3.09,2.34,4.42,3.13,5.07,3.8
g_0,1.17,1.11,1.89,1.37,1.18,1.3,1.93,1.97,2.58,2.6,2.7,4.25,2.99,3.0,3.05,2.63
