,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.93,0.17,0.1,0.09,0.09,0.06,0.07,0.06,0.07,0.06,0.05,,0.07,0.04,0.04,0.04
e_1,0.09,0.93,0.12,0.11,0.09,0.05,0.07,0.04,0.07,0.11,0.04,0.06,0.06,0.03,0.06,
d_1,0.13,0.09,0.93,0.08,0.09,0.06,0.07,0.08,0.11,,0.07,0.05,0.06,0.04,0.04,0.04
c_1,0.13,0.11,0.13,0.93,0.15,0.06,0.07,0.05,,0.07,0.05,0.07,0.05,,0.06,0.04
b_1,0.12,0.12,0.12,0.1,0.93,0.1,0.08,0.05,0.07,0.06,,0.06,0.07,0.05,0.05,0.05
a_1,0.15,0.13,0.11,0.1,0.09,0.93,0.08,0.07,0.07,0.05,0.08,0.08,0.09,,0.06,
h_1,0.37,0.3,0.28,0.26,0.19,0.19,0.71,0.18,0.22,0.17,0.22,0.13,,0.11,0.19,0.1
g_1,0.25,0.3,0.36,0.36,0.3,0.2,0.2,0.71,0.23,0.17,0.19,0.2,0.14,0.09,,
c_0,0.37,0.3,0.31,,0.28,0.29,0.23,0.2,0.58,0.29,0.29,0.23,0.21,0.13,0.2,0.1
d_0,0.43,0.32,,0.48,0.34,0.31,0.26,0.26,0.17,0.55,0.21,0.19,0.23,0.15,0.17,0.15
b_0,0.41,0.38,0.34,0.36,,0.21,0.23,0.24,0.19,0.24,0.58,0.17,0.16,0.31,0.22,0.16
f_0,,0.39,0.37,0.3,0.36,0.28,0.27,0.17,0.19,0.27,0.28,0.57,0.21,0.16,0.14,0.27
h_0,0.56,0.49,0.46,0.46,0.44,0.22,,0.38,0.34,0.26,0.31,0.26,,0.26,0.31,
a_0,0.38,0.4,0.41,,0.32,,0.25,0.35,0.31,0.23,0.16,0.27,0.25,0.58,0.2,
g_0,0.52,0.41,0.69,0.41,0.41,0.37,0.34,,0.29,0.35,0.25,0.35,0.25,0.22,,
e_0,0.37,,0.51,0.45,0.36,,0.35,,0.35,0.31,0.24,0.21,,,,0.58
