,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.34,0.86,1.1,1.37,1.04,0.71,2.21,3.56,1.68,2.01,2.24,2.04,2.57,2.04,1.57,2.44
d_1,1.02,2.43,1.18,0.85,0.94,0.7,1.95,1.77,1.82,3.62,2.57,2.26,2.91,2.05,2.09,2.76
f_1,1.62,0.96,2.41,1.02,0.98,0.84,1.73,2.26,1.49,1.91,2.03,1.31,2.7,1.95,1.24,2.31
c_1,1.03,0.98,1.08,2.51,1.7,0.93,1.9,2.16,1.69,1.22,1.38,1.97,2.41,1.79,1.6,2.29
b_1,1.07,1.07,1.12,1.0,2.64,1.65,1.91,1.96,1.76,2.0,1.44,1.76,2.5,1.24,1.65,2.41
a_1,1.06,1.17,1.27,1.13,0.86,3.16,2.0,2.16,1.96,2.08,2.0,1.94,2.86,1.37,1.61,2.45
h_1,1.14,1.22,1.57,1.04,1.01,0.74,3.45,1.98,2.2,2.12,2.25,1.95,2.1,2.22,1.8,3.08
d_0,1.15,0.86,1.12,1.92,1.22,0.8,2.18,3.24,1.85,1.51,2.19,1.8,2.68,2.16,1.86,2.52
g_1,1.0,1.64,0.99,1.09,1.01,0.87,1.91,1.85,3.84,2.29,2.1,3.49,2.47,2.0,2.18,2.35
c_0,1.16,1.27,1.3,0.92,0.82,0.84,2.11,2.59,1.83,3.55,4.03,2.32,3.35,2.52,2.09,2.79
b_0,1.26,1.13,1.25,1.26,0.82,0.66,2.44,2.51,2.17,2.38,3.62,2.54,3.28,3.88,1.97,2.59
f_0,1.06,1.3,0.91,1.15,1.17,0.93,2.28,2.65,2.19,2.57,2.36,3.82,2.81,2.48,4.11,3.11
h_0,1.13,1.31,1.34,1.19,0.92,0.84,1.69,2.17,2.26,2.2,2.02,2.12,2.28,1.95,1.8,3.38
a_0,1.27,1.31,1.16,1.3,1.11,0.55,2.18,2.56,2.27,2.07,2.1,2.08,3.22,3.47,2.02,2.47
e_0,1.02,1.36,1.19,1.05,1.06,0.8,2.37,2.78,2.01,2.32,2.81,2.21,3.5,2.37,3.86,3.08
g_0,1.02,1.64,1.09,1.06,0.94,0.74,2.12,2.17,1.48,2.7,2.56,2.99,2.75,2.14,2.31,2.5
