,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,121.97,78.76,79.62,115.6,117.38,390.12,8994.33,22832.76,25315.93,47028.76,34485.02,44013.35,126347.07,162506.99,168556.69,211990.2
f_1,110.05,122.55,77.38,102.01,101.68,424.25,7442.58,22533.69,24185.4,33627.12,34157.06,36185.83,117736.88,147654.84,146546.4,198800.72
d_1,79.25,86.87,131.35,76.35,118.23,410.34,8122.08,19957.31,38318.33,26602.3,38555.33,46113.08,115778.3,151133.98,167479.95,215626.11
c_1,65.73,67.65,87.91,139.07,182.36,422.1,7820.37,19053.69,19161.71,23546.1,24020.65,45668.56,78120.63,158107.1,181451.21,216066.46
b_1,70.17,81.87,73.57,70.49,166.75,621.48,7331.89,18559.89,24201.07,24775.11,32411.28,40901.55,88136.5,136390.54,162371.67,187084.45
a_1,47.53,48.82,56.73,59.79,54.92,482.31,4769.87,12720.55,13973.36,17978.45,21819.12,25766.91,57296.96,103891.61,93712.48,139155.69
h_1,20.3,26.82,24.78,26.96,31.03,110.66,2881.59,6520.31,6972.97,7824.93,9671.22,12159.28,30047.14,38951.08,42913.51,73999.33
g_1,13.47,15.11,22.88,20.03,24.47,81.69,1654.6,6164.27,5364.38,5442.7,7243.21,12474.44,21935.39,29236.18,41783.04,44371.3
c_0,16.72,17.32,16.52,17.82,20.45,77.16,1629.08,4605.48,6448.14,6139.67,10310.99,9996.13,29086.61,33799.91,37601.47,44891.68
d_0,12.73,14.34,12.52,27.23,25.77,78.64,1496.95,4073.85,3544.27,6926.46,5767.23,8930.87,17874.52,26845.0,32303.8,41871.39
b_0,14.51,15.26,15.8,19.79,17.32,64.19,1366.67,3705.67,4765.5,5613.29,8152.78,8719.65,34517.43,33705.28,35341.91,40440.44
f_0,11.89,13.85,16.34,15.31,20.31,72.73,1362.15,3287.16,4504.63,4939.37,5563.02,9630.03,16312.01,28573.26,49285.12,33609.84
a_0,8.92,9.56,10.52,15.04,14.69,40.66,1001.69,2779.58,2956.75,4230.96,3765.32,6086.4,18949.14,21463.72,22277.64,30624.24
h_0,9.11,10.9,10.8,10.87,13.98,41.07,828.7,2958.8,2904.72,3600.05,3814.76,4690.17,12122.91,16377.45,19947.07,29286.27
e_0,7.33,9.47,10.35,9.9,12.9,49.94,972.47,2209.39,2960.73,3107.42,4071.98,4531.31,12043.36,18654.41,26489.97,23013.79
g_0,7.42,8.23,11.94,9.27,12.83,39.73,746.81,1909.03,2889.15,2770.8,3486.9,6324.93,9902.16,16044.57,22195.98,21422.17
