,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,0.54,0.65,0.71,0.74,0.62,0.13,0.14,0.12,0.23,0.12,0.23,0.06,0.12,0.13,0.1
e_1,0.38,0.17,0.64,0.75,0.65,0.65,0.27,0.17,0.14,0.21,0.17,0.23,0.11,0.14,0.27,0.15
d_1,0.68,0.79,0.15,0.64,0.79,0.5,0.17,0.28,0.14,0.11,0.11,0.11,0.09,0.13,0.11,0.05
c_1,0.66,0.61,0.79,0.15,0.6,0.61,0.17,0.08,0.2,0.17,0.11,0.12,0.1,0.12,0.12,0.1
b_1,0.7,0.66,0.66,0.35,0.14,0.84,0.23,0.15,0.21,0.23,0.4,0.14,0.11,0.15,0.14,0.12
a_1,0.94,0.63,0.75,0.62,0.33,0.09,0.2,0.14,0.15,0.26,0.17,0.14,0.08,0.32,0.12,0.08
h_1,0.57,0.49,0.53,0.56,0.46,0.47,0.06,0.1,0.11,0.16,0.11,0.09,0.16,0.09,0.09,0.08
d_0,0.54,0.28,0.82,0.6,0.56,0.54,0.16,0.06,0.15,0.16,0.09,0.14,0.08,0.1,0.12,0.11
c_0,0.55,0.59,0.26,1.18,0.59,0.54,0.15,0.15,0.06,0.18,0.11,0.09,0.09,0.1,0.1,0.07
g_1,0.54,0.57,0.5,0.64,0.59,0.4,0.11,0.11,0.11,0.05,0.12,0.11,0.06,0.1,0.1,0.11
b_0,0.56,0.44,0.46,0.69,0.85,0.59,0.14,0.11,0.06,0.13,0.05,0.1,0.07,0.1,0.08,0.06
f_0,1.1,0.5,0.41,0.56,0.45,0.48,0.16,0.12,0.12,0.09,0.13,0.04,0.08,0.11,0.12,0.05
h_0,0.5,0.46,0.47,0.59,0.52,0.54,0.28,0.1,0.11,0.14,0.11,0.11,0.12,0.1,0.1,0.08
a_0,0.59,0.53,0.39,0.5,0.88,0.86,0.13,0.11,0.08,0.18,0.05,0.1,0.11,0.04,0.09,0.08
e_0,0.73,0.7,0.47,0.48,0.6,0.43,0.13,0.11,0.1,0.13,0.11,0.05,0.08,0.11,0.04,0.06
g_0,0.63,0.54,0.44,0.51,0.48,0.54,0.12,0.13,0.1,0.21,0.12,0.09,0.06,0.11,0.08,0.1
