,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.3,1.92,2.1,2.19,1.65,0.64,0.86,0.59,0.57,0.68,0.87,0.4,0.48,0.5,0.49
e_1,1.46,1.06,2.34,2.57,2.34,2.03,0.88,1.07,0.87,0.64,0.59,0.8,0.56,0.63,0.87,0.51
d_1,2.77,2.61,1.06,2.4,2.23,1.73,0.9,0.56,1.17,0.77,0.65,0.61,0.54,0.67,0.64,0.39
c_1,2.83,2.15,2.68,1.06,2.43,1.83,0.98,0.85,0.46,0.93,0.67,0.54,0.61,0.68,0.57,0.46
b_1,2.8,2.78,2.87,1.69,1.07,3.24,1.07,0.82,0.82,0.93,1.49,0.8,0.63,0.6,0.65,0.65
a_1,4.31,3.53,4.1,4.02,1.96,1.07,1.74,1.79,1.11,1.14,1.28,1.14,0.86,1.34,0.97,0.9
h_1,7.0,5.56,5.52,5.76,5.73,4.62,1.34,2.18,1.72,1.84,1.95,1.55,1.74,1.32,1.36,1.37
g_1,8.21,7.49,7.53,6.5,7.0,5.88,2.13,1.36,2.09,1.85,2.12,2.09,1.21,2.07,1.74,1.69
d_0,7.77,4.45,9.83,8.61,6.78,6.17,2.77,3.07,1.57,2.09,2.13,2.1,1.88,1.7,2.16,1.71
c_0,7.94,7.44,4.62,13.73,7.54,6.54,2.68,2.97,3.01,1.55,2.65,2.35,1.91,2.19,1.72,1.8
b_0,7.4,8.89,5.94,9.54,11.01,5.97,2.73,2.62,2.85,1.35,1.49,1.97,1.67,2.29,1.88,1.32
f_0,14.19,8.38,8.55,10.09,7.27,6.73,3.22,2.3,2.48,2.62,2.69,1.54,1.92,2.39,2.71,1.35
h_0,10.13,10.13,9.13,9.5,7.97,7.91,5.0,4.16,2.91,2.42,3.24,2.68,2.89,2.14,2.11,2.02
a_0,13.67,10.73,9.34,10.71,11.82,11.43,5.29,3.71,3.38,2.63,1.84,2.58,2.76,1.64,2.48,2.24
e_0,14.47,15.67,9.18,10.28,12.84,9.72,4.29,3.63,3.29,3.49,3.64,1.72,2.45,2.43,1.62,1.97
g_0,13.99,11.95,11.48,14.48,11.66,9.24,3.79,5.75,3.65,3.14,3.72,3.21,2.28,2.86,3.3,3.31
