,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.49,1.41,1.23,1.32,1.19,0.46,0.48,0.65,0.42,0.48,0.73,0.33,0.44,0.44,0.39
e_1,0.9,0.66,1.72,1.53,1.52,1.22,0.64,0.65,0.74,0.67,0.52,0.59,0.45,0.47,1.02,0.53
c_1,1.64,1.12,0.65,1.65,1.6,1.32,0.67,0.35,0.61,0.58,0.47,0.45,0.47,0.46,0.48,0.38
d_1,1.6,1.74,1.51,0.64,1.57,1.14,0.6,0.96,0.42,0.58,0.55,0.45,0.38,0.43,0.45,0.32
b_1,1.63,1.52,0.93,1.64,0.63,1.93,0.91,0.6,0.71,0.69,1.11,0.66,0.47,0.65,0.48,0.44
a_1,2.1,2.01,1.63,2.13,0.95,0.57,0.98,0.74,0.99,0.68,1.07,0.67,0.61,1.34,0.71,0.48
h_1,2.26,2.15,2.22,2.22,1.9,1.92,0.57,0.78,1.16,0.8,0.79,0.78,0.9,0.68,0.73,0.8
d_0,2.54,1.46,2.87,2.67,2.19,2.05,1.26,0.63,0.99,0.73,0.79,0.74,0.71,0.86,0.69,0.83
g_1,2.69,2.29,2.54,2.56,2.45,1.68,0.81,0.97,0.55,0.9,0.84,0.96,0.57,0.8,0.87,0.96
c_0,3.01,2.41,5.1,1.4,2.57,2.24,1.13,1.14,0.97,0.6,0.9,0.88,0.86,0.99,0.8,0.75
b_0,2.54,2.49,3.42,1.87,3.91,2.42,1.17,0.94,1.13,0.6,0.58,0.99,0.87,1.15,0.74,0.84
f_0,3.71,2.52,2.82,2.86,2.07,2.22,1.2,1.16,0.69,0.95,0.94,0.59,0.81,0.86,1.15,0.57
h_0,2.95,2.89,2.54,2.53,2.63,2.08,1.64,1.09,1.39,0.85,0.91,0.85,1.05,0.92,0.89,0.77
a_0,3.05,3.0,2.77,2.65,3.01,3.15,1.41,1.03,1.45,0.95,0.64,1.06,0.87,0.58,1.03,0.73
e_0,3.78,3.79,2.74,2.68,2.73,2.35,1.42,1.22,1.14,0.9,1.01,0.56,0.81,0.98,0.57,0.84
g_0,3.21,2.62,3.05,3.25,3.03,3.19,0.96,1.05,1.66,1.09,1.0,1.1,0.73,0.99,1.04,1.09
