,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.43,2.16,1.42,1.37,1.3,1.27,2.78,3.14,2.65,2.89,3.25,2.75,3.79,3.13,2.38,3.99
e_1,1.39,2.46,1.82,1.24,1.59,1.5,2.8,4.73,2.99,3.2,3.14,3.34,3.79,3.26,3.19,4.4
c_1,1.4,1.25,2.56,1.4,2.4,1.57,2.9,2.68,2.71,1.94,2.27,3.07,4.0,3.48,3.47,3.75
d_1,1.69,1.43,1.32,2.61,1.38,1.34,2.69,2.74,2.69,4.95,3.85,2.95,4.04,3.53,3.36,3.7
b_1,1.57,1.37,1.28,1.43,2.74,2.62,3.09,3.04,2.88,3.08,2.48,3.65,3.98,2.95,3.31,3.86
a_1,1.58,1.51,1.55,1.73,1.14,3.36,3.15,3.16,3.57,3.18,3.45,3.51,4.45,2.59,3.34,3.52
h_1,1.95,1.53,1.54,1.65,1.28,1.24,4.27,2.9,3.51,3.19,3.16,3.14,3.68,3.34,3.31,5.34
d_0,1.56,1.31,2.44,1.24,1.62,1.56,3.14,4.08,3.1,2.61,3.43,3.0,3.82,3.51,3.7,4.44
g_1,1.43,1.35,1.69,2.17,1.43,1.34,2.63,2.85,4.73,3.36,3.27,4.77,3.68,3.17,4.05,3.77
c_0,1.69,1.52,1.66,1.49,1.25,1.51,3.06,3.8,3.27,4.43,5.5,3.46,5.05,4.5,3.63,4.68
b_0,1.65,1.65,1.82,1.52,1.2,1.11,3.29,3.39,3.52,3.15,4.81,3.87,4.81,6.21,3.24,4.72
f_0,1.42,1.38,1.8,1.93,1.43,1.44,3.02,3.38,2.79,3.22,3.34,4.78,4.78,3.44,6.26,4.23
h_0,1.89,1.56,1.48,1.71,1.58,1.36,2.64,2.92,3.7,3.16,2.92,3.18,3.52,3.53,3.49,5.34
a_0,1.58,1.58,1.64,1.67,1.59,1.27,3.24,3.12,3.36,2.98,3.02,3.97,4.18,5.15,4.31,4.11
e_0,1.65,1.1,1.63,1.82,1.57,1.56,3.17,3.22,2.83,3.17,3.63,2.97,4.74,3.57,5.43,4.88
g_0,1.58,1.32,1.65,2.24,1.51,1.55,2.61,2.66,2.64,3.02,3.35,4.31,4.14,3.96,3.69,3.89
