,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.95,0.44,0.41,0.48,0.4,0.28,0.34,0.29,0.49,0.26,0.28,0.25,0.28,0.23,0.17,0.19
f_1,0.74,0.95,0.43,0.4,0.37,0.22,0.28,0.25,0.28,0.23,0.17,0.23,0.22,0.16,0.15,0.23
d_1,0.53,0.5,0.95,0.36,0.39,0.31,0.29,0.27,0.22,0.47,0.28,0.28,0.28,0.2,0.22,0.2
c_1,0.44,0.55,0.48,0.94,0.64,0.24,0.31,0.27,0.25,0.17,0.25,0.2,0.28,0.22,0.22,0.23
b_1,0.49,0.54,0.44,0.4,0.94,0.49,0.39,0.32,0.3,0.34,0.29,0.2,0.27,0.22,0.2,0.25
a_1,0.52,0.69,0.55,0.59,0.4,0.94,0.43,0.26,0.33,0.32,0.3,0.33,0.29,0.17,0.21,0.3
h_1,0.73,0.93,0.74,0.66,0.53,0.38,0.77,0.56,0.41,0.42,0.43,0.39,0.3,0.32,0.3,0.42
g_1,0.73,0.73,1.05,0.61,0.56,0.5,0.49,0.75,0.41,0.45,0.63,0.4,0.39,0.39,0.42,0.27
d_0,0.62,0.81,0.64,1.17,0.7,0.51,0.55,0.47,0.64,0.42,0.44,0.42,0.41,0.39,0.35,0.43
c_0,0.92,0.87,0.69,0.57,0.56,0.5,0.56,0.45,0.53,0.68,0.53,0.83,0.48,0.42,0.35,0.46
f_0,0.72,0.69,0.84,0.86,0.67,0.55,0.59,0.45,0.5,0.49,0.68,0.5,0.48,0.42,0.63,0.43
b_0,0.88,0.88,0.87,0.83,0.56,0.39,0.55,0.51,0.5,0.35,0.49,0.66,0.54,0.67,0.39,0.46
h_0,0.81,1.19,0.86,0.8,0.68,0.52,0.46,0.59,0.57,0.46,0.5,0.43,0.4,0.34,0.38,0.52
a_0,0.89,1.08,1.03,0.77,0.71,0.5,0.64,0.5,0.54,0.49,0.5,0.4,0.58,0.63,0.44,0.45
e_0,0.77,1.19,0.91,0.76,0.81,0.5,0.7,0.45,0.62,0.61,0.41,0.51,0.51,0.44,0.62,0.5
g_0,0.87,0.82,1.38,0.9,0.68,0.47,0.58,0.53,0.47,0.52,0.59,0.5,0.46,0.43,0.37,0.38
