,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.91,0.84,0.82,0.63,0.4,0.41,0.42,0.35,0.37,0.36,0.3,0.3,0.27,0.3
e_1,0.79,1.0,1.19,0.91,0.95,0.68,0.48,0.62,0.48,0.47,0.4,0.42,0.36,0.32,0.4,0.38
c_1,1.08,0.84,1.0,1.01,1.27,0.77,0.51,0.35,0.42,0.3,0.33,0.36,0.39,0.33,0.34,0.31
d_1,1.2,1.11,0.98,1.0,0.97,0.65,0.48,0.52,0.35,0.57,0.47,0.35,0.36,0.34,0.33,0.28
b_1,1.21,1.07,0.79,1.05,1.0,1.24,0.65,0.51,0.48,0.5,0.47,0.49,0.4,0.38,0.35,0.34
a_1,1.56,1.47,1.31,1.54,0.8,1.0,0.76,0.67,0.75,0.56,0.68,0.56,0.56,0.54,0.47,0.38
h_1,2.42,2.06,2.0,2.15,1.57,1.3,1.0,0.84,1.1,0.85,0.77,0.73,0.73,0.65,0.68,0.83
d_0,2.38,1.62,2.94,1.92,1.93,1.58,1.2,1.0,0.94,0.76,0.86,0.71,0.77,0.74,0.68,0.8
g_1,2.37,2.08,2.38,2.95,2.03,1.34,0.92,1.05,1.0,0.98,0.92,1.1,0.69,0.73,0.88,0.77
c_0,2.67,2.34,3.18,1.73,2.02,1.62,1.18,1.35,1.03,1.0,1.23,0.89,1.04,0.87,0.77,0.83
b_0,2.58,2.57,3.05,2.07,2.19,1.61,1.28,1.18,1.18,0.84,1.0,1.08,1.05,1.23,0.72,0.92
f_0,2.55,2.5,2.77,2.95,2.04,1.84,1.29,1.31,0.85,1.09,0.97,1.0,1.01,0.84,1.25,0.72
h_0,3.34,2.95,2.53,2.75,2.45,1.71,1.37,1.21,1.51,1.04,1.01,0.94,1.0,0.87,0.91,1.0
a_0,3.25,3.08,2.98,2.82,2.87,2.05,1.54,1.26,1.4,1.18,0.87,1.18,1.11,1.0,1.15,0.88
e_0,3.8,2.55,2.86,3.15,2.74,2.12,1.48,1.44,1.17,1.14,1.26,0.77,1.06,0.99,1.0,1.0
g_0,3.37,2.69,3.21,3.69,2.88,2.71,1.19,1.22,1.33,1.23,1.12,1.37,1.03,1.06,1.07,1.0
