,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.5,0.39,0.57,0.39,0.45,0.41,0.62,0.86,0.49,0.35,0.46,0.62,0.48,0.6,0.28,0.54
f_1,0.76,1.51,0.4,0.44,0.38,0.43,0.46,0.55,0.59,0.41,0.51,0.25,0.44,0.48,0.43,0.58
c_1,0.41,0.53,1.54,0.57,0.7,0.31,0.47,0.46,0.23,0.46,0.43,0.53,0.43,0.55,0.48,0.5
d_1,0.49,0.5,0.38,1.54,0.46,0.37,0.62,0.29,0.77,0.5,0.62,0.55,0.54,0.68,0.51,0.42
b_1,0.49,0.53,0.48,0.51,1.56,0.56,0.55,0.56,0.56,0.47,0.2,0.47,0.4,0.56,0.39,0.57
a_1,0.5,0.48,0.6,0.48,0.4,1.75,0.72,0.72,0.56,0.52,0.6,0.49,0.32,0.62,0.58,0.79
h_1,0.59,1.04,0.73,0.72,0.68,0.49,1.69,0.85,0.87,1.14,0.91,0.83,0.71,0.69,0.73,0.9
d_0,0.7,0.87,1.28,0.41,0.75,0.52,0.74,1.52,0.92,0.84,0.79,0.81,0.74,0.99,0.67,0.77
c_0,0.85,0.83,0.53,0.8,0.73,0.55,0.8,0.89,1.53,0.96,1.5,0.94,0.87,0.95,0.65,0.69
g_1,0.86,0.7,0.8,1.0,0.71,0.53,0.64,0.73,0.77,1.82,0.84,1.07,0.76,0.85,0.65,0.53
b_0,0.77,0.86,0.89,0.81,0.55,0.66,0.87,0.89,0.84,0.93,1.61,0.82,1.49,0.96,0.64,0.94
f_0,0.71,0.63,0.79,0.78,0.83,0.68,0.95,1.06,1.03,0.84,1.09,1.63,1.02,1.27,1.3,0.84
a_0,0.94,0.95,0.9,0.88,0.72,0.44,0.99,1.14,1.14,0.83,0.74,0.83,1.61,0.93,0.82,0.76
h_0,0.75,1.11,0.78,0.79,0.82,0.63,0.4,0.93,1.03,1.04,0.91,0.81,0.66,0.7,0.77,1.24
e_0,0.51,1.07,0.74,0.91,0.75,0.58,1.01,1.09,1.2,1.01,1.13,0.79,0.89,1.16,1.71,1.07
g_0,0.76,0.82,0.82,1.26,0.72,0.55,0.87,0.77,1.08,,0.93,1.3,0.9,0.81,0.71,0.56
