,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,10656.1,5278.5,3773.26,4258.76,6384.32,31275.55,3822772.41,7068473.57,10669789.26,17738343.63,26959755.0,17403794.25,94902864.48,96494411.36,81080349.92,392170320.21
e_1,3252.35,11258.51,3276.05,5716.41,6906.93,36267.21,3256906.04,6755078.03,17209901.34,15303377.97,30479040.5,44974168.26,109541679.44,119578156.49,101566620.1,321364110.08
d_1,2946.37,2479.13,17703.6,2989.63,7667.42,45284.02,3607283.76,7950857.16,5291594.16,38311784.78,31892848.73,44753664.39,121289253.71,110933416.9,201341481.96,383746192.53
c_1,2208.7,2680.47,3390.1,18367.08,16497.87,39083.24,3436718.45,6527794.02,11086684.7,7316111.19,14902910.76,39686182.62,101258682.36,67097073.41,156514873.93,358931215.46
b_1,3021.02,2197.18,4706.29,3834.44,39236.24,79157.0,3328286.98,8391220.52,8212149.25,18694253.73,12326008.76,38429103.76,118392356.47,116102072.16,198636524.63,351805372.75
a_1,3177.97,2830.65,5117.96,4818.7,6865.19,290043.05,3377818.27,8050800.84,9430226.66,18395041.08,25909206.63,29066063.21,117345625.71,61023724.95,121508822.04,301003368.42
h_1,4783.96,4021.93,4931.08,4849.23,9308.87,35276.05,10078374.14,11428134.9,12221688.22,16275518.79,31415621.11,40998114.75,106245556.24,131959085.89,205830714.33,662843410.36
g_1,3181.96,2965.62,7964.73,5242.45,8818.98,42563.85,3656130.35,26666387.78,9749146.68,22803527.65,32984498.19,76542237.86,150129005.61,116748534.77,257339425.32,303250860.24
d_0,3786.76,3836.24,2199.91,9539.57,10268.71,42099.12,4255690.56,10064153.42,23566929.51,15221182.09,29841263.22,50595939.3,129458348.43,111882532.56,218328246.35,441875651.36
c_0,4017.23,2927.88,6001.2,3318.91,6665.57,45219.6,3990671.05,11824234.4,12354463.73,50357103.54,71839975.38,52333405.25,167534003.99,159574637.03,271926145.72,502861179.15
b_0,3484.05,3519.11,5602.27,5397.02,6576.57,30865.92,4358313.21,9873781.98,13943827.39,25807074.03,77286848.49,58674023.45,162725618.21,303525970.31,231054594.0,535909503.16
f_0,2137.27,2790.23,5899.29,4835.97,10118.09,57400.17,4559055.6,8787638.02,12646026.07,28898479.74,37699513.06,123531617.92,165564003.41,166500457.05,574059722.18,575728279.69
h_0,4035.76,3137.95,6419.63,5692.1,8777.93,49073.61,3052176.5,13265512.7,12279202.05,20951140.25,34050277.33,51176755.43,75667721.25,135616254.63,242690122.17,642178292.27
a_0,3463.94,2984.87,7111.37,5386.79,9290.3,26180.14,4740090.72,12206785.56,11136761.57,22714884.2,35672369.77,59544880.94,165540375.04,331372720.86,237179193.84,464159479.96
e_0,3610.44,2031.56,6440.85,6214.24,10442.52,45953.42,5214125.12,8992203.07,13220076.84,20610230.03,37310398.74,51095427.07,157800577.11,148655507.22,572035229.9,493963865.83
g_0,3015.47,3543.5,8383.74,4736.03,7308.33,39810.07,4382348.02,10045087.6,9527740.15,24741621.32,33960684.08,82259642.77,132662242.97,149727467.97,248250058.11,207925167.89
