,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.81,1.58,1.26,2.1,1.62,1.44,5.01,5.37,12.72,7.1,7.53,8.0,11.2,7.09,3.95,10.93
f_1,2.61,6.05,1.59,1.43,1.3,1.29,5.24,4.75,6.32,6.26,6.77,3.55,11.04,6.91,5.37,9.98
d_1,1.58,1.57,6.51,1.21,1.51,1.48,5.21,5.61,3.01,13.18,9.92,7.03,11.77,8.66,8.52,9.62
c_1,1.27,1.45,1.36,6.98,2.93,1.5,6.0,4.82,7.12,2.83,5.67,7.4,10.2,7.44,7.37,10.99
b_1,1.3,1.78,1.49,1.66,7.33,2.82,6.51,5.23,6.16,5.59,2.85,7.87,9.55,4.64,8.97,9.53
a_1,1.61,1.65,1.52,1.51,1.24,10.63,6.11,5.89,7.57,7.03,7.42,8.82,11.54,5.32,7.5,13.06
h_1,1.62,2.62,2.14,1.63,1.86,1.53,16.8,9.16,7.51,7.35,7.41,7.89,7.3,7.59,8.9,19.09
g_1,1.55,1.62,3.15,1.59,1.83,1.54,6.07,19.47,7.92,8.67,7.51,14.24,11.44,8.47,9.26,9.22
d_0,1.74,1.9,0.98,3.61,1.92,2.24,6.07,6.04,15.28,6.07,9.03,9.35,13.58,8.25,8.68,10.24
c_0,1.89,2.15,2.09,1.31,1.25,1.82,6.9,7.35,8.53,16.83,17.53,9.0,15.06,12.57,9.67,13.67
b_0,2.12,2.02,1.91,1.95,0.99,1.56,6.7,7.28,9.55,10.46,18.79,9.75,15.42,19.73,9.65,14.65
f_0,1.61,1.23,2.1,1.96,1.87,2.1,7.63,7.45,9.65,8.05,8.32,18.56,14.62,9.14,23.31,15.53
h_0,2.05,2.74,1.96,1.77,1.72,1.58,4.69,8.73,7.48,9.38,8.02,9.15,10.1,8.98,7.46,19.33
a_0,2.09,2.2,2.11,1.75,1.74,1.05,6.92,7.53,7.2,9.02,10.39,9.45,14.47,24.77,10.68,14.4
e_0,0.97,2.02,2.4,1.85,1.76,1.82,8.44,7.6,8.68,9.11,10.71,11.71,14.77,9.73,25.8,18.73
g_0,1.65,1.7,2.92,2.02,1.67,1.66,6.46,5.27,7.01,8.88,8.79,14.71,12.69,8.48,11.88,8.6
