,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,2.37,0.88,0.64,1.05,0.82,0.57,1.46,1.29,2.95,1.78,1.72,1.76,2.08,0.99,1.9,1.53
f_1,1.52,2.39,0.77,0.72,0.79,0.48,1.45,1.22,1.56,1.65,0.96,1.65,2.07,0.88,1.49,1.32
d_1,0.86,0.96,2.45,0.61,0.71,0.61,1.74,1.4,1.2,3.04,1.8,2.03,2.0,1.53,2.37,1.66
c_1,0.64,0.84,0.8,2.43,1.31,0.73,1.43,1.39,1.66,0.81,1.56,1.16,2.03,1.3,1.6,1.3
b_1,0.78,0.85,0.85,0.85,2.55,1.26,1.38,1.4,1.74,1.48,1.32,0.85,2.31,1.32,1.76,1.02
a_1,0.85,0.89,0.85,0.82,0.8,3.05,1.67,1.41,1.63,1.8,1.85,1.69,2.13,1.48,2.21,0.95
h_1,0.83,1.19,0.99,0.93,0.74,0.66,3.29,1.86,1.56,1.83,1.69,1.84,1.78,1.25,2.75,1.48
g_1,0.74,0.78,1.38,1.05,0.77,0.67,1.52,3.5,1.49,2.0,2.68,1.99,2.38,1.71,2.06,1.49
d_0,0.85,0.87,0.5,1.76,0.9,0.69,1.6,1.56,2.98,1.25,1.88,1.42,2.13,1.42,1.94,1.38
c_0,0.95,1.01,1.05,0.79,0.61,0.65,1.82,1.83,2.01,3.1,2.26,3.41,2.54,1.61,2.18,1.93
f_0,0.66,0.69,1.17,1.03,0.88,0.81,1.74,1.44,1.87,1.92,3.28,1.89,2.14,3.56,2.46,1.77
b_0,0.91,1.01,0.96,0.98,0.61,0.62,1.78,1.68,1.86,1.77,2.16,3.26,2.76,1.63,2.38,3.28
h_0,0.95,1.29,1.03,0.91,0.75,0.66,1.3,2.15,1.82,1.53,1.92,1.63,1.76,1.46,2.83,1.61
e_0,0.59,0.94,1.11,1.04,0.85,0.86,1.93,1.9,1.97,1.89,1.69,1.81,2.52,3.76,2.34,1.5
g_0,0.79,0.84,1.44,0.89,0.75,0.7,1.84,1.35,1.55,1.97,2.93,1.94,2.09,1.98,2.02,1.44
a_0,0.86,1.01,1.15,1.0,0.75,0.52,1.87,1.91,1.59,1.8,1.79,2.04,2.85,1.7,2.03,3.5
