,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.18,0.82,2.0,1.87,1.75,1.71,0.53,0.59,0.43,0.43,0.46,0.38,0.26,0.35,1.14,0.29
f_1,1.72,0.17,1.62,1.6,1.73,1.45,0.36,0.44,0.38,0.29,1.35,0.28,0.18,0.32,0.31,0.31
d_1,1.92,1.73,0.15,1.92,1.87,1.75,0.4,0.26,1.41,0.37,0.28,0.32,0.23,0.26,0.32,0.14
c_1,1.53,1.65,1.91,0.15,1.6,1.89,0.57,0.53,0.2,1.53,0.31,0.36,0.24,0.6,0.29,0.22
b_1,1.6,2.07,1.83,0.86,0.14,1.97,0.42,0.69,0.29,0.52,0.37,1.31,0.23,0.37,0.34,0.24
a_1,1.87,2.21,1.45,2.1,0.9,0.09,0.51,0.51,0.44,0.28,0.42,0.45,0.34,1.83,0.28,0.29
h_1,0.89,0.95,0.88,0.9,0.9,1.2,0.07,0.32,0.19,0.16,0.19,0.16,0.3,0.16,0.18,0.14
g_1,0.92,1.08,0.92,1.14,0.86,0.98,0.19,0.06,0.21,0.16,0.16,0.2,0.11,0.2,0.16,0.35
d_0,0.46,1.02,2.95,1.14,0.91,1.04,0.32,0.37,0.07,0.17,0.2,0.21,0.14,0.22,0.19,0.18
c_0,1.06,1.15,0.38,4.6,0.97,0.89,0.27,0.31,0.31,0.07,0.2,0.26,0.19,0.22,0.2,0.15
f_0,0.89,2.4,0.99,1.06,0.77,1.01,0.27,0.14,0.18,0.18,0.06,0.17,0.13,0.13,0.22,0.08
b_0,0.87,1.02,0.8,1.16,3.19,0.77,0.29,0.25,0.18,0.08,0.19,0.06,0.11,0.24,0.17,0.12
h_0,0.9,0.94,0.99,0.94,1.02,0.68,0.78,0.25,0.23,0.22,0.13,0.17,0.33,0.12,0.16,0.13
a_0,0.74,0.89,0.96,1.09,1.09,,0.3,0.27,0.21,0.19,0.18,0.09,0.13,0.04,0.31,0.16
e_0,2.04,1.83,0.85,0.82,0.89,0.78,0.31,0.34,0.16,0.15,0.07,0.14,0.09,0.14,0.04,0.11
g_0,0.92,1.05,1.0,0.94,1.02,0.83,0.24,0.71,0.24,0.17,0.17,0.12,0.1,0.15,0.15,0.23
