,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.01,0.11,0.09,0.08,0.1,0.15,0.14,0.19,0.18,0.26,0.2,,0.24,0.38,0.38,0.46
e_1,0.05,0.01,0.1,0.09,0.12,0.16,0.2,0.24,0.2,0.31,0.18,0.28,0.21,0.56,,0.36
d_1,0.05,0.06,0.01,0.08,0.06,0.13,0.13,,0.16,0.14,0.17,0.2,0.18,0.35,0.27,0.16
c_1,0.06,0.05,0.06,0.01,0.09,0.12,0.17,0.08,,0.18,0.14,0.19,0.17,0.29,0.26,0.25
b_1,0.04,0.05,0.05,0.03,0.01,0.08,0.1,0.12,0.16,0.19,,0.13,0.17,0.26,0.22,0.21
a_1,0.02,0.01,0.01,0.02,0.01,,0.06,0.05,0.03,0.06,0.05,0.07,0.06,,,0.09
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
