,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.68,6.43,5.16,6.31,5.92,5.24,1.77,1.99,1.85,3.2,2.12,,1.1,2.24,2.03,1.32
e_1,3.93,0.67,4.92,5.3,5.07,5.43,2.95,2.71,1.73,2.07,2.37,2.4,1.81,1.84,,2.36
d_1,6.51,6.7,0.65,5.0,7.46,4.33,3.33,,2.91,1.46,1.82,2.01,1.81,1.95,2.13,1.37
c_1,5.42,7.61,7.41,0.65,5.75,5.53,2.03,1.32,,2.44,2.14,2.45,2.18,2.34,2.45,1.69
b_1,6.21,5.75,5.19,4.37,0.64,7.27,2.81,2.61,2.5,2.47,,2.05,1.67,1.98,1.74,2.28
a_1,9.68,6.8,9.79,7.36,4.77,0.57,3.16,2.84,2.39,3.89,,3.04,1.84,,2.46,1.65
h_1,6.07,5.09,5.45,6.99,4.2,4.86,0.61,1.65,2.06,2.39,1.53,1.55,,1.33,1.2,1.43
d_0,4.49,3.11,,5.73,3.94,4.39,2.51,0.7,2.23,2.33,1.43,1.8,1.41,1.61,1.46,1.52
c_0,5.87,5.86,3.08,,4.94,4.77,1.98,1.58,0.69,2.16,1.82,1.53,1.54,1.5,1.53,1.36
g_1,4.58,7.77,7.4,5.02,6.88,4.67,1.95,2.26,2.09,0.57,2.5,1.98,1.26,1.67,1.5,
b_0,4.8,4.15,5.47,5.18,,,2.57,2.28,1.21,1.95,0.69,2.04,1.57,2.19,1.48,1.18
f_0,,5.96,5.28,4.81,5.48,4.14,2.65,2.01,1.67,1.71,2.09,0.66,1.51,,2.58,1.03
h_0,5.02,3.9,4.31,4.48,4.34,4.26,,1.37,1.66,2.45,1.73,1.55,,1.23,1.78,1.33
a_0,4.94,7.69,5.08,4.77,8.41,,2.66,2.32,2.12,3.03,1.37,,2.59,0.61,,
e_0,7.75,,6.93,5.2,8.38,4.41,3.15,2.14,3.01,3.18,2.13,1.14,1.46,,0.61,1.46
g_0,6.18,4.53,4.71,4.94,4.1,5.78,1.58,2.25,1.97,,2.14,1.84,1.2,,1.78,
