,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.18,0.95,0.86,0.65,0.46,0.57,0.47,0.35,0.4,0.44,0.33,0.32,0.3,0.31
f_1,1.27,1.0,1.02,0.91,0.86,0.69,0.4,0.45,0.43,0.36,0.39,0.35,0.3,0.28,0.25,0.31
c_1,0.86,0.95,1.0,1.12,1.23,0.74,0.48,0.34,0.43,0.38,0.31,0.39,0.37,0.3,0.3,0.32
d_1,1.05,1.13,0.91,1.0,0.92,0.77,0.48,0.48,0.41,0.52,0.43,0.39,0.37,0.32,0.32,0.26
b_1,1.11,1.19,0.83,1.07,1.0,1.24,0.54,0.44,0.49,0.5,0.48,0.4,0.41,0.36,0.36,0.31
a_1,1.46,1.44,1.37,1.3,0.83,1.0,0.66,0.57,0.61,0.55,0.64,0.5,0.54,0.46,0.39,0.43
h_1,2.18,2.54,2.12,2.07,1.78,1.54,1.0,0.87,1.08,0.85,0.79,0.76,0.76,0.67,0.59,0.74
d_0,1.82,2.14,2.86,2.1,2.24,1.83,1.16,1.0,0.98,0.76,0.83,0.84,0.84,0.71,0.78,0.75
g_1,2.14,2.36,2.25,2.45,2.03,1.56,0.93,1.0,1.0,0.91,0.93,1.04,0.76,0.71,0.8,0.7
c_0,2.8,2.8,2.61,1.9,1.99,1.77,1.19,1.3,1.08,1.0,1.31,0.99,0.98,0.84,0.9,0.73
b_0,2.46,2.54,3.18,2.31,2.14,1.44,1.21,1.17,1.08,0.8,1.0,0.93,0.96,1.05,0.84,0.74
f_0,2.23,2.8,2.61,2.47,2.45,2.12,1.32,1.2,0.95,1.04,1.1,1.0,0.98,0.75,1.13,0.7
h_0,3.02,3.25,2.73,2.87,2.4,1.84,1.32,1.18,1.35,1.04,1.08,1.03,1.0,0.81,0.82,0.92
a_0,3.08,3.35,3.45,2.95,2.91,2.17,1.48,1.33,1.32,1.23,0.97,1.21,1.18,1.0,0.98,0.89
e_0,3.28,3.86,3.27,3.06,2.73,2.6,1.62,1.22,1.23,1.19,1.09,0.9,1.21,0.97,1.0,0.92
g_0,3.25,3.26,3.14,3.83,3.14,2.3,1.34,1.35,1.42,1.36,1.35,1.44,1.06,1.04,1.09,1.0
