,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.04,1.63,1.35,1.39,1.33,1.07,0.46,0.56,0.45,0.39,0.46,0.46,0.28,0.35,0.32,0.34
e_1,1.11,1.04,1.47,1.69,1.51,1.25,0.56,0.64,0.52,0.45,0.43,0.52,0.35,0.41,0.46,0.33
d_1,1.79,1.77,1.04,1.66,1.54,1.22,0.57,0.4,0.58,0.5,0.48,0.43,0.35,0.43,0.43,0.27
c_1,1.75,1.4,1.91,1.05,1.71,1.26,0.66,0.6,0.34,0.51,0.44,0.42,0.4,0.43,0.44,0.32
b_1,1.95,1.84,1.93,1.24,1.05,1.85,0.73,0.59,0.51,0.68,0.67,0.53,0.45,0.42,0.43,0.41
a_1,2.94,2.48,2.68,2.46,1.5,1.06,1.09,0.96,0.76,0.77,0.86,0.66,0.61,0.68,0.6,0.55
h_1,4.97,4.21,4.02,4.07,4.04,3.39,1.24,1.54,1.26,1.19,1.3,1.16,1.02,1.03,1.0,0.91
g_1,6.07,5.27,5.43,4.73,4.85,3.98,1.66,1.25,1.48,1.44,1.5,1.45,0.99,1.3,1.37,1.12
d_0,5.14,3.94,5.94,5.99,5.36,4.23,2.09,2.07,1.4,1.48,1.59,1.66,1.37,1.3,1.47,1.15
c_0,5.74,5.74,3.89,7.56,4.93,4.2,2.16,1.86,2.21,1.34,1.91,1.69,1.32,1.64,1.37,1.21
b_0,5.64,5.72,4.58,7.11,5.9,4.5,2.12,2.02,2.05,1.11,1.33,1.41,1.24,1.56,1.29,1.05
f_0,8.41,5.95,6.62,6.49,5.68,5.23,2.35,1.82,1.79,1.85,2.02,1.37,1.52,1.73,1.79,0.98
h_0,8.04,7.23,6.6,6.99,6.36,5.24,2.99,2.63,2.08,1.82,2.13,1.85,1.7,1.7,1.54,1.48
a_0,8.27,8.1,6.94,8.22,8.2,6.02,3.39,2.88,2.55,1.96,1.56,2.04,1.73,1.45,1.68,1.6
e_0,10.25,8.91,7.54,8.12,7.33,6.74,2.98,2.53,2.39,2.45,2.65,1.41,1.88,2.11,1.45,1.52
g_0,9.7,8.83,8.78,10.2,8.79,6.6,2.81,3.29,2.78,2.27,2.71,2.51,1.75,2.05,2.17,1.89
