,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.89,0.23,0.2,0.25,0.16,0.11,0.2,0.19,0.17,0.37,0.2,0.18,0.14,0.18,0.07,0.12
f_1,0.37,0.89,0.23,0.19,0.17,0.11,0.19,0.15,0.16,0.17,0.17,0.07,0.13,0.16,0.07,0.13
d_1,0.22,0.26,0.9,0.14,0.18,0.12,0.23,0.19,0.36,0.08,0.2,0.17,0.14,0.19,0.12,0.16
c_1,0.23,0.22,0.23,0.89,0.32,0.12,0.19,0.15,0.06,0.19,0.16,0.15,0.12,0.15,0.1,0.15
b_1,0.23,0.23,0.24,0.17,0.88,0.25,0.21,0.17,0.17,0.16,0.06,0.15,0.08,0.19,0.11,0.14
a_1,0.23,0.25,0.21,0.21,0.16,0.87,0.23,0.19,0.23,0.19,0.17,0.18,0.08,0.21,0.1,0.15
h_1,0.24,0.42,0.28,0.23,0.15,0.14,0.58,0.31,0.24,0.19,0.2,0.21,0.18,0.13,0.14,0.21
g_1,0.28,0.24,0.4,0.24,0.16,0.13,0.23,0.57,0.24,0.25,0.2,0.3,0.14,0.23,0.16,0.13
c_0,0.27,0.33,0.32,0.16,0.18,0.11,0.27,0.24,0.46,0.22,0.4,0.26,0.19,0.25,0.16,0.2
d_0,0.3,0.26,0.15,0.52,0.21,0.11,0.24,0.23,0.16,0.45,0.2,0.21,0.15,0.24,0.15,0.19
b_0,0.28,0.32,0.31,0.25,0.11,0.1,0.32,0.25,0.22,0.22,0.44,0.2,0.41,0.28,0.16,0.22
f_0,0.23,0.23,0.3,0.23,0.2,0.14,0.3,0.23,0.27,0.26,0.29,0.41,0.2,0.27,0.36,0.23
a_0,0.28,0.32,0.31,0.23,0.21,0.09,0.28,0.23,0.28,0.19,0.22,0.23,0.4,0.28,0.17,0.16
h_0,0.25,0.42,0.32,0.23,0.2,0.11,0.18,0.27,0.23,0.23,0.2,0.18,0.18,0.14,0.16,0.22
e_0,0.15,0.42,0.28,0.23,0.23,0.18,0.3,0.2,0.25,0.21,0.23,0.17,0.17,0.29,0.42,0.23
g_0,0.22,0.27,0.45,0.22,0.22,0.1,0.27,0.17,0.27,0.17,0.24,0.33,0.22,0.24,0.13,0.13
