,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,12456.16,2489.64,1451.69,1527.37,1993.37,13055.82,1781442.04,3932623.35,4933057.41,5436615.53,10466551.0,4267998.79,34415876.32,52830432.38,36521653.85,107456157.8
e_1,1211.25,14128.09,1032.74,1911.78,2804.09,11481.88,2109631.86,2603700.22,5580978.97,10848899.22,9963388.84,17793075.95,42042023.14,50431654.61,15298161.92,109629261.27
d_1,1411.81,1393.34,16019.79,1468.69,2106.88,12691.66,2157266.52,3586272.43,9967777.07,764195.02,11178783.67,27544169.74,35562725.67,54014117.39,61982284.18,106544951.17
c_1,1036.58,1465.86,1575.61,17784.53,4857.3,10533.23,1723422.11,2516337.05,886448.28,5972054.83,6549608.15,19657611.38,32532793.63,59720333.21,54824225.11,120389710.23
b_1,1410.84,1176.76,1734.87,1847.13,27698.35,18208.98,1767142.5,2789786.08,4407655.1,4921647.3,2171458.85,19600007.15,35086669.96,63036591.44,76082227.63,118286279.67
a_1,1467.28,1224.13,1838.26,1614.36,2052.56,203988.38,1803563.17,3647687.97,5064104.18,6692494.16,7724721.46,19617182.37,6502160.94,54737242.63,70211864.77,138548635.27
h_1,2942.19,2220.86,3209.38,2879.3,3729.09,12321.23,14240951.2,8767688.21,11139980.72,8656595.71,18199275.83,28814995.39,63545273.34,34915775.37,90817520.73,243631416.6
g_1,2197.99,1722.93,4443.5,3471.36,2735.77,16086.64,2755256.8,31213881.13,7052138.27,7883685.38,15987558.28,60557313.75,57635184.67,98191958.57,138839086.76,59973599.06
c_0,2257.48,2506.4,3279.36,1033.02,3326.25,24298.34,3781725.02,8787410.47,28070275.86,9197632.95,38327075.75,41520778.33,82324470.63,100658252.97,118193584.08,178103415.4
d_0,2326.45,2207.64,885.95,5537.97,4203.22,22730.58,5097364.15,5438799.69,7393193.32,28123807.45,16760747.53,29906619.9,69542916.14,85192313.08,73863027.78,165758828.33
b_0,2795.16,2423.5,3183.12,3093.07,1517.42,14583.63,3620800.55,5975286.49,11244585.93,10567493.17,53436171.6,46512105.94,136047726.16,118339440.41,93823301.56,172148589.96
f_0,840.74,2175.82,3330.77,3430.83,4020.79,22357.75,3972010.55,8967503.66,11345163.62,9956000.14,16519145.37,120875500.55,61798785.91,104226501.19,244356091.72,158792293.04
a_0,2524.88,1905.85,3663.84,3255.59,4069.77,6963.11,4033840.02,6456056.67,9980542.53,9084081.92,19637243.31,36538284.93,252612074.25,134835241.19,120342558.34,194500237.77
h_0,3214.98,1920.08,3144.34,2977.12,3548.2,18706.85,1557844.93,10117700.75,10055024.19,9700985.99,19436705.87,30954669.81,63624309.75,30186994.3,152416800.96,223293834.23
e_0,2553.25,,3447.72,3532.75,3383.41,23764.53,5047965.53,8487175.62,9592399.58,10954484.18,22340122.3,36843859.2,55423616.21,106523628.05,551537864.67,221271337.91
g_0,1938.61,2290.42,4838.01,2768.85,3668.23,20222.97,3635842.45,3103504.99,9099215.59,6113560.18,16975190.02,48900881.06,65053766.47,83271764.31,115700263.8,65231602.76
