,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11355.42,3878.72,3186.54,5363.79,6977.53,32330.0,3804788.38,17289670.44,8728488.96,15258245.06,25278301.32,28534822.01,80401853.11,133036626.0,104152114.99,223838782.73
f_1,5017.73,12167.2,3996.41,4485.92,6870.15,34198.87,2923856.65,9899438.55,8614095.19,16373760.91,22173421.18,12699946.97,86478891.81,100829444.52,111070570.76,171980238.6
d_1,2614.9,3480.73,18927.81,3279.9,9191.6,34634.95,3767241.66,4875112.08,9527365.46,33491674.76,27113972.18,31124998.49,111983639.04,125300816.36,176782994.62,203769779.2
c_1,2542.99,2661.94,4857.85,19177.8,13206.32,29602.95,3594375.26,9234344.03,8867927.06,8109975.07,18210052.48,33621675.84,104873507.83,117960032.83,157413021.34,180966091.87
b_1,2642.23,2703.95,5044.23,4619.33,39388.43,63523.25,3330596.6,9008979.56,8188950.07,15397081.83,10965617.56,27337674.92,80561437.63,95191768.03,147865298.24,219983649.22
a_1,2716.03,3104.39,5329.57,4615.15,7943.38,242031.98,3858476.41,11245649.03,10025178.35,15704048.19,27021377.55,29849591.22,99026686.54,64973421.26,127500982.46,210540083.87
h_1,3559.2,5713.99,5610.81,4561.54,7177.82,36797.88,11083817.12,10828989.96,13696063.08,16809229.96,30721134.91,35332537.28,78667185.3,169710576.34,154012313.12,326323118.89
d_0,3854.8,4012.78,2868.3,10455.67,7980.04,40214.82,4623923.71,20981168.05,10292798.92,14426994.72,28357970.69,35080162.02,106537845.23,107644994.14,173835680.16,267157992.66
g_1,2959.72,3226.29,7925.58,4997.19,10819.5,36551.46,4646590.0,11562202.82,32770251.93,17950253.85,25797876.11,57835998.53,113786464.44,154557846.31,167736182.61,156299624.7
c_0,3669.88,4284.85,6364.68,3487.91,7401.02,35683.7,5048165.48,11630973.26,10365616.35,43616800.73,53714606.78,41057449.22,115876377.69,176654544.28,205446251.34,270434351.25
b_0,3622.7,4616.98,5895.52,6306.85,4822.25,35829.51,4643011.11,12716938.87,11620902.01,18865709.47,55256583.82,37192144.51,130007874.65,330489017.08,199999314.38,280897913.46
f_0,3202.41,2509.16,6953.3,5521.63,10794.98,36934.67,6087037.11,11183750.09,11772103.33,19292604.46,36405028.04,79137002.65,109666150.5,176019519.7,397601076.32,299986440.81
h_0,2722.83,5090.23,5498.89,5211.14,10632.03,42459.09,3015334.86,11361864.47,14197482.09,22213509.97,32635191.0,39968933.58,77955265.07,147440862.7,188366836.09,321672597.01
a_0,3342.57,4245.4,6636.02,5736.58,7369.43,33496.75,5526030.19,11750454.15,13491284.65,22451860.73,30727370.17,34493506.05,139483769.18,411066778.58,239956486.71,256854830.84
e_0,1959.74,4482.44,5546.45,6362.77,9307.6,44218.44,6521881.34,12694896.73,11396188.43,21439748.14,33998230.05,36113366.84,148641863.93,165960066.37,491835175.33,307839282.4
g_0,2834.63,2712.06,8348.86,6303.3,9307.6,40406.51,5154390.09,9946517.02,5296819.97,19631576.61,34363802.41,61002308.84,109525583.95,129392594.12,208764570.82,215841335.93
