,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.67,1.26,1.5,1.24,1.05,0.36,0.42,0.25,0.23,0.26,0.27,0.17,0.22,0.37,0.18
f_1,1.0,0.42,1.06,1.27,1.2,1.13,0.25,0.37,0.25,0.23,0.24,0.32,0.12,0.24,0.22,0.18
d_1,1.5,1.43,0.41,1.1,1.06,1.13,0.31,0.22,0.39,0.23,0.21,0.22,0.2,0.23,0.22,0.11
c_1,0.94,1.37,1.49,0.41,1.26,1.03,0.35,0.33,0.14,0.32,0.23,0.22,0.19,0.22,0.22,0.17
b_1,1.45,1.49,1.32,0.69,0.39,1.31,0.35,0.42,0.31,0.39,0.6,0.29,0.22,0.26,0.3,0.22
a_1,1.65,1.85,1.63,1.55,0.76,0.33,0.49,0.47,0.39,0.38,0.54,0.43,0.24,0.57,0.32,0.21
h_1,2.13,2.38,2.12,2.19,2.5,1.87,0.3,0.75,0.47,0.45,0.44,0.47,0.43,0.42,0.39,0.29
g_1,2.34,2.54,2.2,2.57,2.63,2.12,0.48,0.28,0.49,0.48,0.4,0.5,0.27,0.46,0.43,0.36
d_0,1.42,2.02,3.83,2.67,2.55,2.41,0.72,0.83,0.34,0.52,0.55,0.54,0.41,0.54,0.55,0.36
c_0,2.95,2.32,1.41,4.0,2.72,2.71,0.7,0.65,0.79,0.33,0.53,0.55,0.39,0.57,0.52,0.34
b_0,2.46,2.41,2.08,3.93,3.62,2.45,0.68,0.68,0.5,0.31,0.31,0.5,0.35,0.56,0.45,0.33
f_0,2.54,3.96,2.95,2.76,2.43,1.99,0.74,0.45,0.57,0.5,0.5,0.31,0.35,0.55,0.56,0.25
h_0,2.51,2.79,2.63,3.31,2.99,2.57,1.19,0.83,0.6,0.55,0.53,0.51,0.54,0.58,0.59,0.36
a_0,2.99,2.81,3.12,2.91,3.85,4.38,0.87,0.81,0.64,0.57,0.33,0.59,0.37,0.29,0.55,0.41
e_0,3.91,5.03,2.71,3.88,3.51,2.62,0.84,0.62,0.69,0.54,0.65,0.32,0.47,0.69,0.28,0.38
g_0,3.32,3.23,3.33,3.37,3.57,3.21,0.8,1.03,0.71,0.66,0.59,0.6,0.38,0.69,0.7,0.84
