,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.96,1.16,0.98,0.81,0.64,0.72,0.64,0.88,0.63,0.73,0.63,0.58,0.6,0.68
f_1,1.27,1.0,0.91,0.97,0.88,0.81,0.6,0.72,0.57,0.6,0.63,0.52,0.49,0.52,0.42,0.57
d_1,1.03,1.13,1.0,0.9,0.9,0.9,0.69,0.58,0.83,0.65,0.65,0.64,0.61,0.67,0.57,0.49
c_1,0.89,1.0,1.16,1.0,1.35,0.85,0.71,0.71,0.56,0.51,0.57,0.6,0.62,0.55,0.59,0.54
b_1,1.02,1.14,1.07,0.73,1.0,1.34,0.82,0.73,0.77,0.68,0.67,0.69,0.71,0.63,0.66,0.6
a_1,1.22,1.19,1.12,1.18,0.77,1.0,0.96,0.78,0.84,0.83,1.0,0.81,0.89,0.76,0.74,0.66
h_1,1.5,1.7,1.39,1.43,1.24,1.05,1.0,1.16,0.9,0.84,0.84,0.97,0.83,0.81,0.74,0.96
g_1,1.35,1.38,1.67,1.49,1.35,1.24,0.91,1.0,1.0,0.92,0.95,1.19,0.75,0.79,0.87,0.71
c_0,1.56,1.67,1.19,1.78,1.35,1.15,1.12,1.01,1.0,1.2,1.28,0.96,0.95,1.02,1.02,0.91
d_0,1.18,1.69,1.52,1.98,1.54,1.2,1.15,1.04,0.82,1.0,0.95,0.91,0.94,0.77,0.89,0.9
b_0,1.52,1.62,1.51,1.76,1.5,0.98,1.22,1.04,0.78,1.01,1.0,0.92,1.0,1.3,0.84,0.84
f_0,1.32,1.84,1.55,1.73,1.44,1.27,1.07,0.84,1.07,1.08,1.09,1.0,1.05,1.0,1.54,0.77
h_0,1.57,2.07,1.62,1.57,1.41,1.1,1.2,1.36,0.98,1.09,1.03,0.94,1.0,1.04,0.98,1.06
a_0,1.66,1.88,1.52,1.81,1.53,1.43,1.23,1.28,1.04,1.28,0.79,1.07,0.94,1.0,1.15,0.98
e_0,1.65,2.24,1.79,1.7,1.55,1.37,1.4,1.15,1.07,1.12,1.18,0.75,1.13,0.91,1.0,0.97
g_0,1.5,1.8,1.92,1.87,1.69,1.5,1.02,1.46,1.08,1.1,1.18,1.32,0.97,1.01,1.1,1.0
