,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.43,1.32,1.4,1.79,1.58,1.35,2.95,3.0,4.77,3.17,3.42,3.34,3.89,3.52,3.08,4.29
f_1,2.25,2.44,1.42,1.44,1.31,1.28,2.61,2.79,3.19,2.7,2.57,3.14,3.63,3.24,2.17,3.61
d_1,1.41,1.62,2.63,1.29,1.45,1.56,2.78,2.48,2.41,5.16,3.06,3.68,3.95,3.34,3.79,3.53
c_1,1.33,1.51,1.55,2.65,2.3,1.39,3.05,2.69,2.6,2.38,2.86,2.37,3.99,2.92,3.0,4.07
b_1,1.36,1.55,1.41,1.31,2.75,2.45,2.85,2.95,2.98,3.43,3.42,2.89,4.14,2.86,3.5,3.73
a_1,1.51,1.68,1.49,1.58,1.24,3.28,2.85,2.87,3.46,3.22,3.43,3.63,5.08,3.56,2.83,4.11
h_1,1.4,1.92,1.69,1.36,1.55,1.47,4.07,3.89,2.95,3.23,3.22,3.41,3.36,3.5,3.76,4.85
g_1,1.38,1.45,2.14,1.61,1.43,1.44,2.44,4.52,2.88,3.4,4.6,3.53,3.9,3.53,4.04,3.97
d_0,1.23,1.52,1.25,2.63,1.65,1.46,3.02,3.1,4.28,2.5,3.35,3.44,4.0,3.36,3.68,4.64
c_0,1.6,1.8,1.34,1.38,1.23,1.84,3.21,3.06,3.74,4.38,3.44,6.12,4.42,4.53,4.68,4.8
f_0,1.29,1.53,1.76,1.69,1.5,1.53,3.04,3.03,3.28,3.54,4.57,3.77,4.56,3.63,6.91,4.01
b_0,1.64,1.75,1.54,1.86,1.17,1.3,3.07,3.13,3.16,2.59,3.97,4.61,4.51,6.44,3.9,4.97
h_0,1.49,1.99,1.6,1.64,1.53,1.35,2.87,3.61,2.89,2.93,3.33,3.19,3.54,3.13,3.62,5.26
a_0,1.48,1.77,1.7,1.52,1.7,0.92,3.26,3.06,3.0,3.16,3.95,2.85,5.11,5.22,4.24,4.86
e_0,1.29,1.77,1.7,1.74,1.62,1.65,3.14,3.34,2.93,3.15,2.56,3.58,4.04,3.46,5.35,4.2
g_0,1.31,1.43,2.16,1.62,1.55,1.57,3.03,2.91,2.9,3.28,4.51,3.1,3.97,3.18,4.07,3.88
