,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.28,0.52,0.44,0.58,0.41,0.35,0.94,0.82,1.08,1.96,1.14,1.05,1.25,0.81,0.44,1.26
f_1,0.89,2.3,0.51,0.46,0.34,0.29,0.81,0.65,1.01,0.85,1.01,0.42,1.15,0.69,0.55,0.86
d_1,0.49,0.58,2.33,0.34,0.34,0.31,1.14,0.94,1.89,0.41,1.17,1.13,1.19,0.88,0.86,1.14
c_1,0.49,0.48,0.35,2.44,0.94,0.22,0.73,0.76,0.36,1.08,0.8,0.91,1.13,0.81,0.81,0.98
b_1,0.4,0.55,0.46,0.49,2.64,0.79,0.76,0.75,0.89,0.83,0.37,0.75,1.0,0.64,0.79,0.9
a_1,0.47,0.43,0.6,0.58,0.34,3.26,1.04,0.71,0.96,1.11,0.82,0.93,1.7,0.31,0.8,1.33
h_1,0.58,0.85,0.67,0.58,0.49,0.37,2.92,1.23,1.18,0.96,1.19,0.89,0.79,1.09,0.92,2.07
g_1,0.45,0.47,1.12,0.44,0.46,0.39,1.16,3.25,1.28,0.86,0.95,1.85,1.57,0.98,1.04,0.78
c_0,0.66,0.68,0.73,0.33,0.37,0.44,1.13,1.01,2.51,1.19,2.2,1.27,1.69,1.24,1.12,1.53
d_0,0.58,0.58,0.24,1.2,0.58,0.37,1.05,0.92,0.97,2.59,1.09,1.21,1.37,1.15,1.16,1.43
b_0,0.67,0.69,0.64,0.54,0.24,0.32,1.16,0.94,1.19,1.44,2.63,1.33,1.87,2.41,1.34,1.43
f_0,0.42,0.42,0.73,0.72,0.46,0.4,1.19,1.18,1.36,1.53,1.42,2.8,1.89,1.3,2.43,1.23
h_0,0.56,0.97,0.67,0.5,0.43,0.38,0.65,1.22,1.31,1.34,0.98,1.23,1.04,1.13,1.04,2.08
a_0,0.67,0.55,0.81,0.57,0.5,0.22,1.1,0.95,1.41,1.01,1.13,0.98,1.71,2.78,0.84,1.46
e_0,0.33,0.61,0.67,0.72,0.56,0.37,1.15,1.13,1.18,1.32,1.52,1.37,1.69,1.3,3.09,1.56
g_0,0.61,0.6,0.96,0.53,0.5,0.41,1.25,0.6,1.27,1.1,1.34,1.85,1.39,1.2,1.01,0.9
