,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.23,2.5,2.29,2.02,1.82,0.99,1.09,1.06,0.79,0.67,0.88,0.61,0.66,1.63,0.55
f_1,2.47,0.67,2.14,1.63,2.03,1.86,0.62,0.72,0.88,0.71,0.69,1.28,0.46,0.68,0.64,0.84
c_1,1.97,2.2,0.64,2.57,2.06,2.02,1.03,0.51,1.15,1.69,0.85,0.75,0.59,0.62,0.69,0.73
d_1,2.19,2.71,2.26,0.64,1.93,1.7,1.0,2.14,0.67,0.84,0.76,0.79,0.73,0.75,0.75,0.41
b_1,2.45,2.6,1.47,2.33,0.63,2.64,1.04,0.74,0.85,1.13,1.85,0.74,0.78,0.88,0.63,0.58
a_1,2.69,3.39,2.17,2.72,1.53,0.58,1.3,1.0,1.35,0.96,0.88,0.94,0.76,1.36,0.88,0.78
h_1,2.38,3.45,2.59,2.45,3.0,2.41,0.59,0.97,1.3,0.83,0.76,0.94,1.37,1.05,0.85,0.73
d_0,1.66,2.99,2.96,4.74,3.31,2.9,1.45,0.67,1.17,1.25,1.29,0.98,1.06,1.01,0.99,0.98
g_1,2.72,3.06,2.65,2.87,3.62,2.2,1.2,1.22,0.57,1.14,1.15,1.08,0.77,1.14,0.9,1.3
c_0,2.85,3.28,5.43,1.75,3.17,2.55,1.45,1.26,1.24,0.64,1.27,1.09,1.01,1.02,1.18,0.84
b_0,2.85,3.12,3.56,3.05,6.44,2.95,1.51,1.1,1.06,0.65,0.65,0.9,0.76,1.45,0.85,1.16
f_0,2.63,6.49,2.93,3.19,3.12,3.03,1.31,1.04,1.18,1.08,1.04,0.63,0.82,0.84,1.13,0.52
h_0,3.42,3.29,3.81,3.0,2.71,3.41,2.22,1.18,1.61,1.21,1.31,1.28,1.66,1.01,1.16,0.82
a_0,3.83,3.3,4.07,3.15,4.16,,1.21,1.31,1.6,1.16,0.73,1.12,0.99,0.6,1.02,1.04
e_0,5.25,4.34,3.57,3.35,4.47,3.64,1.59,1.19,1.46,1.12,1.41,0.65,0.91,1.08,0.59,0.98
g_0,3.58,3.16,3.63,5.43,4.05,3.71,1.66,1.37,2.33,1.28,1.11,1.94,1.0,1.32,1.32,1.67
