,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.6,0.88,0.99,0.93,0.95,0.57,0.49,0.51,0.38,0.42,0.46,0.41,0.43,0.61,0.35
f_1,0.97,0.41,0.76,0.97,0.85,0.78,0.35,0.55,0.39,0.37,0.37,0.62,0.24,0.37,0.44,0.33
d_1,0.94,0.98,0.39,0.81,0.87,0.83,0.44,0.34,0.59,0.42,0.41,0.35,0.36,0.38,0.35,0.24
c_1,0.76,0.84,1.15,0.38,0.96,0.92,0.41,0.5,0.25,0.51,0.36,0.34,0.35,0.34,0.33,0.41
b_1,0.89,0.97,0.93,0.55,0.37,1.06,0.53,0.56,0.45,0.49,0.56,0.4,0.36,0.42,0.43,0.3
a_1,0.86,1.12,0.87,0.89,0.55,0.31,0.57,0.44,0.44,0.45,0.53,0.43,0.33,1.08,0.43,0.37
h_1,0.72,1.03,0.68,0.89,0.73,0.67,0.25,0.5,0.34,0.31,0.35,0.32,0.37,0.3,0.26,0.33
g_1,0.86,0.82,0.8,0.84,0.75,0.72,0.35,0.23,0.39,0.35,0.35,0.38,0.25,0.37,0.27,0.36
d_0,0.46,0.83,1.09,0.98,0.82,0.73,0.47,0.48,0.25,0.33,0.37,0.35,0.3,0.33,0.42,0.36
c_0,0.92,0.89,0.5,1.26,0.73,0.67,0.46,0.41,0.44,0.25,0.45,0.42,0.29,0.33,0.39,0.34
b_0,0.7,0.78,0.69,1.1,1.42,0.66,0.42,0.38,0.37,0.2,0.23,0.29,0.36,0.43,0.38,0.35
f_0,0.71,1.03,0.78,0.92,0.83,0.61,0.5,0.29,0.3,0.28,0.34,0.22,0.3,0.4,0.41,0.24
h_0,0.69,0.84,0.74,0.8,0.75,0.77,0.5,0.45,0.36,0.38,0.3,0.33,0.39,0.31,0.33,0.33
a_0,0.73,0.79,0.75,0.92,0.8,0.88,0.5,0.44,0.39,0.35,0.2,0.34,0.31,0.2,0.34,0.31
e_0,1.0,0.85,0.82,0.72,0.81,0.62,0.49,0.47,0.33,0.33,0.33,0.19,0.34,0.4,0.19,0.31
g_0,0.76,0.78,0.86,0.72,0.84,0.75,0.31,0.52,0.32,0.34,0.33,0.35,0.24,0.33,0.34,0.36
