,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.52,1.34,0.85,0.81,0.74,0.62,0.98,1.08,0.86,0.93,1.0,0.82,1.07,0.84,0.64,1.03
e_1,0.87,1.53,1.1,0.74,0.91,0.73,0.99,1.63,0.97,1.03,0.97,1.0,1.08,0.88,0.86,1.14
c_1,0.89,0.79,1.56,0.84,1.39,0.78,1.04,0.93,0.89,0.63,0.71,0.92,1.15,0.95,0.94,0.98
d_1,1.07,0.9,0.81,1.58,0.8,0.66,0.97,0.96,0.89,1.62,1.2,0.89,1.16,0.97,0.92,0.97
b_1,1.01,0.88,0.8,0.88,1.61,1.31,1.13,1.08,0.96,1.02,0.79,1.12,1.16,0.82,0.91,1.03
a_1,1.07,1.02,1.01,1.12,0.71,1.78,1.21,1.18,1.25,1.11,1.15,1.13,1.37,0.76,0.97,0.99
h_1,1.48,1.15,1.12,1.19,0.89,0.73,1.83,1.21,1.37,1.24,1.17,1.13,1.26,1.09,1.07,1.67
d_0,1.19,0.99,1.79,0.9,1.13,0.93,1.36,1.71,1.22,1.02,1.29,1.09,1.32,1.16,1.21,1.4
g_1,1.11,1.04,1.27,1.61,1.02,0.81,1.16,1.22,1.91,1.34,1.25,1.77,1.3,1.06,1.35,1.21
c_0,1.32,1.17,1.25,1.11,0.89,0.92,1.35,1.63,1.32,1.78,2.11,1.28,1.78,1.51,1.21,1.51
b_0,1.31,1.3,1.38,1.14,0.86,0.69,1.48,1.48,1.45,1.29,1.87,1.46,1.73,2.12,1.1,1.55
f_0,1.14,1.1,1.39,1.47,1.05,0.9,1.37,1.49,1.16,1.33,1.32,1.82,1.74,1.19,2.15,1.4
h_0,1.54,1.26,1.16,1.32,1.18,0.86,1.22,1.31,1.56,1.32,1.17,1.23,1.3,1.24,1.22,1.8
a_0,1.31,1.3,1.31,1.31,1.2,0.82,1.52,1.42,1.44,1.27,1.23,1.56,1.57,1.84,1.53,1.41
e_0,1.37,0.91,1.3,1.43,1.19,1.01,1.49,1.47,1.21,1.35,1.48,1.17,1.78,1.28,1.93,1.67
g_0,1.33,1.1,1.33,1.79,1.16,1.01,1.24,1.23,1.15,1.3,1.38,1.72,1.57,1.43,1.33,1.35
