,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.71,1.44,1.52,1.21,1.15,1.28,5.47,10.98,4.8,5.84,6.77,6.96,8.67,5.81,3.13,10.31
f_1,2.46,5.73,1.22,1.07,1.12,0.96,4.11,5.94,4.35,5.41,6.25,2.26,10.0,6.32,5.07,9.22
c_1,0.99,1.15,6.76,1.14,2.56,1.5,4.65,6.8,4.98,2.09,4.51,6.72,7.63,5.47,6.94,8.8
d_1,1.17,1.56,0.96,6.94,1.22,1.2,5.24,2.4,5.26,11.66,7.17,6.4,9.87,7.97,7.13,7.7
b_1,1.14,1.15,1.6,1.45,7.51,2.47,3.84,4.85,3.55,4.17,1.77,5.89,10.7,4.08,5.85,8.74
a_1,1.23,1.24,1.39,1.67,1.18,10.12,4.71,5.34,5.75,5.69,6.73,5.82,8.6,2.75,6.22,9.01
h_1,1.5,2.55,1.45,1.49,1.37,1.19,16.41,6.45,6.43,7.02,7.62,7.07,5.58,9.39,7.08,13.41
d_0,1.28,1.73,3.24,0.67,1.84,1.28,5.85,14.95,4.92,5.67,6.93,8.25,11.84,7.61,9.49,10.62
g_1,1.29,1.47,1.43,2.57,1.53,1.19,5.82,7.15,18.99,7.85,8.49,9.93,10.46,8.19,9.15,6.46
c_0,1.55,1.96,0.92,1.98,0.97,1.37,7.02,6.61,6.09,16.63,18.21,8.36,12.22,10.62,9.26,12.56
b_0,1.71,1.63,1.56,1.89,0.65,1.5,7.83,7.17,6.11,7.36,17.88,9.77,10.35,18.94,8.15,14.81
f_0,1.21,1.02,1.64,1.83,1.71,1.99,5.94,8.25,6.62,7.84,10.62,19.07,11.24,10.32,19.84,12.91
h_0,1.62,2.45,1.65,1.49,1.46,1.38,3.03,6.46,6.97,6.48,8.72,7.53,6.57,8.29,8.96,14.71
a_0,1.73,1.67,1.97,1.63,1.16,0.71,5.8,8.23,5.04,7.27,8.49,7.77,14.24,23.23,10.35,11.85
e_0,0.79,1.83,1.73,1.71,1.75,1.69,5.88,6.72,6.84,7.8,10.21,9.05,13.9,8.42,26.84,13.45
g_0,1.59,1.11,1.4,2.86,1.78,1.57,5.86,5.91,3.9,7.03,8.08,13.32,13.68,7.77,8.68,7.21
