,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.31,2.07,1.97,2.24,2.01,0.98,1.21,0.78,1.07,0.72,0.96,0.64,0.61,1.59,0.77
f_1,2.55,0.66,2.0,2.07,1.64,2.12,0.73,1.02,0.76,0.76,0.75,1.57,0.44,0.67,0.69,0.53
d_1,2.32,1.97,0.66,2.63,2.05,1.68,0.92,0.59,0.8,2.17,0.87,0.73,0.57,0.55,0.74,0.45
c_1,2.05,2.18,2.47,0.64,2.36,1.68,0.95,1.14,1.39,0.45,0.93,0.69,0.71,0.79,0.72,0.64
b_1,2.53,2.82,2.73,1.33,0.62,2.93,0.96,0.99,1.02,0.84,1.34,0.87,0.72,0.7,0.73,0.61
a_1,2.65,3.28,3.05,3.65,1.34,0.56,1.68,1.29,0.89,1.31,1.21,1.07,1.14,2.49,0.8,1.02
h_1,2.41,3.06,2.13,3.0,3.03,1.87,0.6,1.24,0.91,0.95,1.0,0.83,1.08,1.12,0.89,0.84
g_1,2.55,3.07,2.86,2.55,2.87,2.62,1.12,0.57,0.96,1.05,1.04,1.14,0.72,1.31,0.85,1.22
c_0,2.7,3.1,1.91,6.8,3.03,2.92,1.3,1.2,0.67,1.13,1.13,0.97,0.97,0.99,0.83,0.95
d_0,1.62,3.38,4.88,3.39,3.06,2.54,1.55,1.59,1.16,0.66,0.99,0.97,0.91,1.05,0.86,0.83
b_0,2.73,2.87,2.57,3.13,6.23,3.23,1.25,1.62,0.73,1.16,0.64,1.0,1.03,1.25,1.03,0.79
f_0,2.72,4.83,2.69,3.32,3.53,2.77,1.82,0.97,1.05,1.1,1.07,0.63,0.93,1.27,1.23,0.6
h_0,3.19,3.97,3.74,3.34,3.77,2.08,2.72,1.49,1.14,1.31,0.98,1.07,1.61,1.02,1.14,1.11
a_0,3.62,4.18,3.68,3.21,4.11,,1.58,1.45,1.26,1.11,0.75,1.06,1.01,0.62,1.23,0.84
e_0,5.11,4.48,3.6,3.5,3.59,3.33,1.79,1.56,1.18,1.16,1.0,0.63,0.83,1.36,0.59,1.2
g_0,2.87,4.54,3.99,3.69,4.6,2.49,1.29,2.2,1.16,1.33,1.37,1.49,0.9,1.29,0.98,1.51
