,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.66,0.69,0.9,1.04,0.95,0.89,0.44,0.44,0.43,0.34,0.41,0.35,0.29,0.33,0.39,0.28
f_1,1.01,0.65,0.95,0.92,0.88,0.74,0.38,0.41,0.35,0.33,0.37,0.35,0.23,0.3,0.26,0.32
d_1,1.06,1.06,0.64,0.94,0.94,0.84,0.41,0.33,0.41,0.39,0.34,0.34,0.27,0.31,0.31,0.19
c_1,0.87,1.07,1.17,0.62,1.11,0.86,0.46,0.48,0.26,0.4,0.33,0.34,0.29,0.34,0.35,0.27
b_1,1.02,1.12,1.09,0.72,0.61,1.06,0.53,0.5,0.38,0.46,0.43,0.44,0.33,0.39,0.36,0.35
a_1,1.28,1.46,1.23,1.21,0.75,0.56,0.63,0.55,0.48,0.49,0.45,0.53,0.36,0.46,0.42,0.39
h_1,1.53,1.65,1.66,1.48,1.31,1.16,0.53,0.73,0.55,0.56,0.55,0.57,0.53,0.5,0.47,0.46
g_1,1.66,1.84,1.72,1.61,1.43,1.61,0.62,0.52,0.6,0.6,0.63,0.54,0.42,0.55,0.56,0.48
d_0,1.22,1.73,1.88,2.09,1.74,1.57,0.86,0.86,0.55,0.6,0.66,0.62,0.54,0.58,0.64,0.59
c_0,1.84,2.01,1.24,2.09,1.65,1.5,0.82,0.73,0.77,0.54,0.65,0.79,0.58,0.63,0.62,0.47
f_0,1.7,2.28,1.77,1.94,1.69,1.6,0.8,0.63,0.66,0.61,0.52,0.62,0.54,0.61,0.77,0.42
b_0,1.85,1.96,1.58,2.2,2.07,1.57,0.85,0.82,0.68,0.44,0.66,0.53,0.6,0.77,0.6,0.49
h_0,1.92,2.2,2.01,2.05,1.88,1.78,1.01,0.95,0.72,0.69,0.7,0.63,0.64,0.59,0.67,0.56
a_0,1.9,2.43,1.97,1.99,2.12,1.86,0.95,0.83,0.69,0.61,0.66,0.47,0.67,0.53,0.65,0.54
e_0,2.35,2.55,2.04,1.98,2.01,1.73,0.92,0.8,0.76,0.73,0.45,0.68,0.63,0.68,0.51,0.61
g_0,2.28,2.14,2.35,2.32,1.87,1.8,0.89,1.01,0.75,0.74,0.78,0.79,0.54,0.75,0.65,0.65
