,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.27,0.9,0.85,0.84,0.64,0.39,0.4,0.41,0.32,0.37,0.35,0.3,0.3,0.27,0.3
e_1,0.78,1.0,1.22,0.91,0.95,0.67,0.48,0.63,0.48,0.48,0.39,0.42,0.37,0.31,0.4,0.38
c_1,1.1,0.83,1.0,1.04,1.27,0.78,0.51,0.34,0.42,0.29,0.33,0.35,0.38,0.34,0.34,0.31
d_1,1.18,1.1,0.96,1.0,0.96,0.64,0.49,0.55,0.36,0.59,0.47,0.36,0.36,0.33,0.34,0.28
b_1,1.17,1.06,0.79,1.05,1.0,1.28,0.67,0.51,0.48,0.5,0.47,0.5,0.39,0.4,0.36,0.33
a_1,1.56,1.51,1.28,1.56,0.78,1.0,0.73,0.68,0.76,0.56,0.69,0.56,0.56,0.59,0.47,0.4
h_1,2.42,2.06,1.96,2.13,1.56,1.36,1.0,0.83,1.11,0.84,0.78,0.71,0.75,0.62,0.66,0.85
d_0,2.43,1.62,3.01,1.86,1.93,1.53,1.21,1.0,0.92,0.76,0.85,0.71,0.76,0.76,0.64,0.78
g_1,2.39,2.06,2.36,2.83,2.1,1.34,0.89,1.07,1.0,0.99,0.9,1.15,0.69,0.71,0.85,0.79
c_0,2.94,2.24,3.33,1.68,2.07,1.68,1.19,1.33,1.01,1.0,1.22,0.9,1.04,0.93,0.78,0.8
b_0,2.65,2.58,3.07,2.07,2.23,1.48,1.27,1.18,1.19,0.86,1.0,1.02,1.07,1.29,0.75,0.9
f_0,2.84,2.5,2.8,2.93,1.99,1.78,1.28,1.32,0.83,1.06,1.02,1.0,1.01,0.85,1.33,0.74
h_0,3.4,2.9,2.52,2.76,2.42,1.73,1.36,1.24,1.47,1.01,1.01,0.93,1.0,0.9,0.91,0.98
a_0,3.22,3.22,2.98,2.86,2.61,1.71,1.62,1.23,1.45,1.12,0.82,1.16,1.07,1.0,1.09,0.88
e_0,3.74,2.66,2.95,3.05,2.79,1.79,1.63,1.49,1.22,1.11,1.23,0.73,1.09,1.05,1.0,1.01
g_0,3.43,2.62,3.2,3.66,2.88,2.73,1.14,1.21,1.39,1.27,1.12,1.37,1.04,1.06,1.07,1.0
