,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.08,1.19,1.12,1.43,3.41,17.44,22.97,35.17,30.67,46.25,40.27,73.7,70.87,86.13,87.07
f_1,0.92,1.0,1.46,1.28,1.45,3.28,14.27,27.59,23.55,34.01,34.83,37.89,68.51,67.23,65.96,91.77
e_1,0.86,0.69,1.0,1.28,1.33,3.1,15.39,21.14,25.2,38.75,37.57,39.79,71.01,61.76,79.84,90.17
c_1,0.88,0.82,0.79,1.0,1.57,2.87,14.26,20.0,20.79,18.43,28.32,32.44,55.11,64.89,69.68,77.12
b_1,0.71,0.66,0.75,0.63,1.0,3.31,11.08,18.19,18.64,20.64,26.35,27.91,44.21,53.98,58.39,66.48
a_1,0.29,0.3,0.31,0.35,0.31,1.0,4.91,8.44,7.9,9.87,13.21,11.87,23.13,24.38,24.22,25.55
h_1,0.06,0.07,0.06,0.07,0.09,0.2,1.0,1.67,1.46,1.78,2.25,2.24,4.35,4.33,4.9,6.12
g_1,0.04,0.04,0.04,0.05,0.05,0.12,0.59,1.0,1.07,1.19,1.58,1.76,2.68,2.48,3.33,3.63
c_0,0.03,0.04,0.04,0.05,0.05,0.13,0.67,0.91,1.0,1.41,1.98,1.48,3.16,2.66,3.27,3.48
d_0,0.03,0.03,0.03,0.05,0.05,0.1,0.56,0.84,0.74,1.0,1.19,1.32,2.3,2.41,2.67,3.15
b_0,0.02,0.03,0.03,0.04,0.04,0.08,0.45,0.64,0.52,0.84,1.0,1.06,2.65,2.07,2.19,2.52
f_0,0.03,0.03,0.02,0.03,0.04,0.08,0.44,0.55,0.66,0.76,0.97,1.0,1.78,1.87,2.65,2.06
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.24,0.37,0.33,0.42,0.39,0.54,1.0,1.03,1.09,1.25
h_0,0.01,0.02,0.02,0.01,0.02,0.04,0.23,0.41,0.38,0.43,0.5,0.51,0.95,1.0,1.11,1.37
e_0,0.01,0.02,0.01,0.01,0.02,0.04,0.2,0.31,0.31,0.37,0.47,0.37,0.93,0.91,1.0,1.03
g_0,0.01,0.01,0.01,0.01,0.01,0.04,0.17,0.28,0.3,0.3,0.4,0.48,0.81,0.7,0.94,1.0
