,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.23,0.41,0.41,0.36,0.31,0.1,0.08,0.12,0.07,0.08,0.1,0.05,0.07,0.09,0.06
f_1,0.33,0.16,0.36,0.36,0.36,0.31,0.08,0.07,0.11,0.06,0.07,0.09,0.04,0.06,0.06,0.06
c_1,0.27,0.33,0.16,0.46,0.36,0.33,0.11,0.04,0.11,0.09,0.06,0.07,0.05,0.07,0.06,0.06
d_1,0.39,0.42,0.35,0.15,0.34,0.32,0.09,0.12,0.07,0.07,0.07,0.07,0.05,0.06,0.07,0.03
b_1,0.37,0.41,0.21,0.37,0.13,0.37,0.12,0.07,0.1,0.1,0.12,0.07,0.06,0.08,0.07,0.05
a_1,0.42,0.41,0.38,0.35,0.19,0.1,0.13,0.09,0.1,0.08,0.09,0.07,0.06,0.09,0.06,0.06
h_1,0.32,0.35,0.34,0.29,0.32,0.34,0.05,0.07,0.09,0.06,0.06,0.06,0.06,0.05,0.06,0.05
d_0,0.22,0.28,0.33,0.45,0.36,0.37,0.1,0.05,0.11,0.07,0.06,0.07,0.06,0.06,0.08,0.06
g_1,0.32,0.37,0.35,0.29,0.33,0.26,0.07,0.08,0.04,0.06,0.07,0.06,0.04,0.07,0.07,0.05
c_0,0.39,0.37,0.42,0.19,0.33,0.3,0.09,0.1,0.08,0.04,0.07,0.07,0.05,0.06,0.07,0.04
b_0,0.3,0.32,0.45,0.27,0.42,0.24,0.09,0.07,0.09,0.04,0.04,0.06,0.05,0.05,0.06,0.04
f_0,0.3,0.41,0.32,0.3,0.33,0.31,0.09,0.07,0.06,0.07,0.06,0.04,0.05,0.05,0.06,0.03
h_0,0.33,0.33,0.32,0.31,0.31,0.25,0.11,0.07,0.08,0.06,0.07,0.06,0.06,0.05,0.06,0.04
a_0,0.3,0.32,0.36,0.3,0.37,0.28,0.08,0.06,0.1,0.05,0.04,0.06,0.05,0.03,0.06,0.04
e_0,0.39,0.41,0.32,0.29,0.29,0.28,0.1,0.06,0.07,0.06,0.05,0.03,0.05,0.05,0.03,0.03
g_0,0.34,0.36,0.32,0.29,0.34,0.29,0.07,0.07,0.09,0.06,0.06,0.06,0.04,0.05,0.05,0.06
