,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.96,1.1,0.97,0.67,0.48,0.54,0.39,0.55,0.45,0.44,0.34,0.35,0.33,0.33
f_1,1.31,1.0,0.9,0.97,0.78,0.57,0.43,0.41,0.37,0.41,0.4,0.29,0.27,0.33,0.29,0.34
d_1,1.04,1.11,1.0,0.81,0.92,0.83,0.51,0.39,0.57,0.48,0.43,0.35,0.36,0.35,0.35,0.24
c_1,0.92,1.04,1.25,1.0,1.38,0.74,0.51,0.43,0.39,0.33,0.37,0.42,0.35,0.39,0.32,0.33
b_1,1.03,1.27,1.09,0.73,1.0,1.31,0.66,0.52,0.54,0.47,0.45,0.46,0.47,0.26,0.36,0.36
a_1,1.48,1.76,1.21,1.34,0.77,1.0,0.72,0.61,0.58,0.67,0.6,0.42,0.5,0.67,0.45,0.48
h_1,2.07,2.35,1.93,1.91,1.54,1.35,1.0,1.14,0.86,0.81,0.81,0.69,0.59,0.68,0.51,0.78
g_1,1.88,2.28,2.6,2.29,2.06,1.6,0.86,1.0,1.03,0.9,0.86,1.0,0.71,0.62,0.66,0.61
c_0,2.51,2.62,1.73,2.66,1.81,1.86,1.17,0.96,1.0,1.16,1.33,0.91,0.8,0.83,0.81,0.73
d_0,1.91,2.34,2.04,3.11,2.2,1.39,1.21,1.12,0.89,1.0,1.13,0.97,0.82,0.7,0.67,0.8
b_0,2.24,2.59,2.44,2.7,2.01,1.57,1.25,1.16,0.76,0.88,1.0,0.86,0.83,1.14,0.79,0.69
f_0,2.28,3.41,2.8,2.48,2.21,2.27,1.46,1.05,1.06,1.11,1.15,1.0,1.04,0.81,1.11,0.58
h_0,3.08,3.67,2.96,2.7,2.04,2.0,1.63,1.41,1.23,1.26,1.25,0.93,1.0,0.76,0.97,1.14
a_0,2.95,3.09,2.83,2.56,3.42,1.71,1.49,1.61,1.19,1.38,0.92,1.31,1.33,1.0,0.93,0.83
e_0,2.94,3.52,2.83,2.94,2.64,2.26,1.88,1.4,1.33,1.5,1.31,0.88,1.02,1.05,1.0,1.14
g_0,2.85,3.03,3.82,3.24,2.94,2.14,1.3,1.48,1.41,1.25,1.53,1.74,0.88,1.16,0.92,1.0
