,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.41,0.61,1.05,1.06,0.91,0.83,0.3,0.3,0.2,0.2,0.21,0.22,0.2,0.13,0.26,0.15
f_1,0.82,0.41,0.87,1.08,0.82,0.84,0.22,0.3,0.19,0.21,0.19,0.23,0.18,0.1,0.17,0.15
d_1,1.19,1.05,0.41,0.9,0.92,0.76,0.25,0.18,0.19,0.3,0.19,0.18,0.19,0.12,0.15,0.09
c_1,0.77,0.93,1.23,0.4,1.03,0.78,0.25,0.26,0.26,0.12,0.21,0.21,0.17,0.14,0.2,0.14
b_1,1.02,1.15,1.06,0.59,0.39,1.06,0.32,0.28,0.27,0.19,0.33,0.22,0.21,0.14,0.19,0.14
a_1,1.42,1.24,1.28,1.18,0.69,0.32,0.38,0.4,0.3,0.31,0.36,0.25,0.41,0.21,0.21,0.19
h_1,1.59,1.76,1.52,1.58,1.71,1.53,0.29,0.43,0.34,0.37,0.35,0.33,0.33,0.31,0.31,0.26
g_1,1.79,1.9,1.95,2.06,2.1,1.9,0.48,0.26,0.39,0.43,0.44,0.42,0.39,0.22,0.39,0.35
c_0,2.29,2.15,1.23,2.81,1.93,2.3,0.6,0.58,0.28,0.64,0.38,0.4,0.41,0.28,0.39,0.25
d_0,1.28,1.83,2.74,2.3,2.22,1.96,0.7,0.72,0.48,0.3,0.45,0.44,0.35,0.28,0.44,0.35
b_0,2.15,2.12,1.65,3.01,2.05,1.82,0.53,0.57,0.26,0.51,0.27,0.42,0.41,0.32,0.37,0.31
f_0,2.28,2.97,2.0,2.18,2.15,2.04,0.61,0.37,0.4,0.44,0.4,0.28,0.41,0.33,0.37,0.2
a_0,2.16,2.09,2.23,3.46,2.66,3.17,0.79,0.73,0.4,0.55,0.27,0.57,0.26,0.36,0.47,0.44
h_0,2.45,2.45,2.54,2.49,2.61,2.1,0.92,0.77,0.51,0.58,0.51,0.5,0.47,0.45,0.43,0.33
e_0,3.23,3.15,2.5,2.44,2.41,2.63,0.95,0.62,0.54,0.57,0.58,0.3,0.51,0.36,0.26,0.31
g_0,3.0,3.28,2.47,2.6,2.69,2.26,0.61,0.78,0.55,0.6,0.57,0.53,0.49,0.3,0.5,0.44
