,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,1.03,2.54,2.19,2.28,2.05,0.6,0.54,0.68,0.46,0.37,0.53,0.3,0.37,1.11,0.27
f_1,1.77,0.44,2.2,1.64,2.21,2.06,0.35,0.4,0.57,0.36,0.38,0.77,0.19,0.38,0.36,0.45
c_1,1.82,2.25,0.41,2.93,1.74,2.0,0.67,0.23,0.69,1.09,0.5,0.42,0.3,0.36,0.38,0.37
d_1,2.32,2.65,2.44,0.4,1.93,1.67,0.63,1.35,0.37,0.39,0.4,0.42,0.34,0.42,0.43,0.18
b_1,2.6,2.59,1.15,2.38,0.39,2.49,0.72,0.45,0.64,0.81,1.45,0.45,0.38,0.65,0.39,0.3
a_1,2.66,3.56,2.23,2.82,1.37,0.34,0.91,0.66,0.97,0.61,0.59,0.53,0.43,1.22,0.57,0.45
h_1,2.97,3.69,3.38,2.94,3.99,3.27,0.33,0.71,0.94,0.65,0.56,0.73,1.0,0.69,0.67,0.47
d_0,1.99,3.75,3.4,9.03,4.06,4.1,1.11,0.39,1.0,1.02,0.85,0.71,0.64,0.81,0.88,0.65
g_1,3.7,3.83,3.39,3.33,4.61,3.07,0.92,0.94,0.31,0.83,0.73,0.76,0.44,0.89,0.66,0.87
c_0,3.74,4.52,7.65,1.79,5.12,3.3,1.03,1.04,0.97,0.36,0.72,0.78,0.58,0.74,0.83,0.53
b_0,3.86,4.34,6.02,3.52,9.59,3.15,1.19,0.95,1.01,0.4,0.37,0.64,0.47,0.84,0.61,0.61
f_0,3.72,9.87,4.14,3.6,4.19,3.89,1.15,0.77,0.78,0.75,0.67,0.35,0.59,0.71,0.66,0.32
h_0,4.61,4.46,4.85,3.91,3.75,4.27,2.49,0.93,1.31,0.86,0.98,1.02,1.12,0.68,0.76,0.51
a_0,5.41,4.46,5.42,3.61,7.33,8.54,1.05,1.04,1.45,0.9,0.47,0.76,0.65,0.34,0.91,0.79
e_0,8.66,6.4,5.12,4.48,5.66,5.57,1.49,0.88,1.08,0.87,1.08,0.45,0.69,0.75,0.31,0.65
g_0,5.09,4.95,5.54,5.7,5.57,5.06,1.26,1.21,2.37,1.05,0.86,1.15,0.6,1.07,1.03,1.21
