,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.68,1.65,1.37,1.76,1.53,1.45,5.82,5.77,13.85,6.45,7.44,7.48,12.0,8.82,5.06,8.34
f_1,2.72,5.79,1.43,1.47,1.42,1.15,5.01,4.74,6.72,5.45,3.3,6.2,9.63,5.27,5.42,10.52
d_1,1.57,1.48,6.48,1.21,1.42,1.65,4.91,6.26,3.92,14.08,8.18,8.63,11.75,7.25,8.48,11.11
c_1,1.3,1.64,1.45,7.11,2.78,1.22,5.01,4.65,6.74,2.83,6.76,5.24,11.67,7.53,8.31,10.88
b_1,1.35,1.58,1.32,1.62,7.64,2.93,6.17,5.95,6.94,7.67,7.4,3.88,9.82,6.72,7.14,11.05
a_1,1.28,1.75,1.6,1.8,1.57,11.6,6.16,3.94,6.47,6.72,6.57,7.89,9.69,3.87,6.56,11.71
h_1,1.75,2.42,1.92,1.85,1.65,1.54,15.91,9.58,7.69,8.16,9.63,8.47,7.64,8.95,9.68,16.47
g_1,1.59,1.56,3.06,1.51,1.58,1.8,6.87,19.04,7.03,8.4,15.28,8.65,12.68,10.52,12.61,8.36
d_0,1.54,1.8,1.26,3.61,1.97,1.92,6.6,6.27,14.99,7.42,8.77,8.66,12.07,10.56,9.98,14.33
c_0,2.04,1.84,2.06,1.11,1.47,1.92,6.94,6.62,9.05,17.23,11.28,20.0,13.94,11.15,10.27,17.02
f_0,1.5,1.19,2.09,2.3,1.82,2.15,7.51,7.32,8.77,9.25,19.21,11.03,14.37,11.5,21.18,16.24
b_0,1.93,1.81,2.23,1.98,1.2,1.37,6.33,7.48,8.46,7.06,10.1,19.52,16.21,20.62,11.0,16.51
h_0,1.65,2.55,1.98,1.99,1.68,1.76,4.04,8.3,9.2,7.45,9.35,8.42,9.08,8.17,9.94,17.72
a_0,1.8,1.98,2.38,1.82,1.7,1.44,7.25,6.96,8.9,8.16,9.57,8.59,16.19,23.08,12.27,14.69
e_0,1.24,2.31,2.02,1.8,2.03,1.53,8.11,6.0,9.6,10.47,8.54,10.07,13.79,10.89,24.39,16.19
g_0,1.5,1.49,3.36,2.09,1.6,1.54,6.51,5.79,6.96,8.72,11.22,9.58,12.77,9.91,9.35,10.07
