,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.19,0.92,1.02,0.85,0.78,0.6,0.64,0.6,0.56,0.56,0.47,0.51,0.62,0.48,0.62
e_1,0.84,1.0,0.96,1.14,0.9,0.83,0.84,0.72,0.89,0.68,0.71,0.73,0.62,0.58,0.68,0.57
d_1,1.08,1.04,1.0,0.85,0.95,0.79,0.78,0.55,0.68,0.86,0.67,0.66,0.62,0.55,0.61,0.47
c_1,1.0,0.87,1.19,1.0,1.35,0.9,0.63,0.62,0.46,0.55,0.59,0.64,0.57,0.56,0.5,0.6
b_1,1.15,1.11,1.06,0.74,1.0,1.44,0.79,0.71,0.77,0.79,0.61,0.69,0.69,0.49,0.64,0.63
a_1,1.3,1.21,1.27,1.1,0.7,1.0,0.96,1.08,0.75,0.78,0.91,0.61,0.77,0.85,0.62,0.64
h_1,1.68,1.28,1.29,1.52,1.23,1.01,1.0,1.05,0.98,0.84,0.95,0.91,0.86,0.75,0.89,1.0
g_1,1.44,1.49,1.85,1.49,1.52,0.97,0.93,1.0,0.94,0.95,0.95,1.21,0.74,0.84,0.81,1.04
d_0,1.54,1.15,1.52,2.13,1.4,1.31,1.0,1.08,1.01,0.76,0.92,0.87,0.98,0.88,0.87,0.88
c_0,1.7,1.5,1.14,1.83,1.24,1.25,1.17,1.05,1.34,1.0,1.45,0.85,1.04,0.9,0.96,0.92
b_0,1.75,1.43,1.48,1.68,1.7,1.13,1.12,1.03,1.11,0.72,1.0,1.02,0.94,1.24,0.89,0.93
f_0,2.17,1.33,1.57,1.56,1.45,1.58,1.08,0.81,1.16,1.11,0.95,1.0,0.99,0.88,1.33,0.8
h_0,1.95,1.68,1.64,1.65,1.51,1.36,1.22,1.37,1.02,0.96,1.05,0.96,1.0,1.03,0.76,1.19
a_0,1.6,1.75,1.77,1.81,1.97,1.17,1.36,1.17,1.25,1.11,0.82,1.15,0.97,1.0,1.06,0.95
e_0,2.11,1.5,1.67,1.93,1.6,1.56,1.18,1.21,1.13,1.07,1.16,0.79,1.35,0.91,1.0,1.08
g_0,1.72,1.71,2.11,1.75,1.64,1.41,1.0,0.96,1.11,1.09,1.09,1.2,0.87,1.08,0.94,1.0
