,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,0.88,1.15,1.03,0.8,0.7,1.03,0.71,0.64,0.68,0.66,0.64,0.7,0.69,0.56
f_1,1.29,1.0,0.81,0.95,0.97,0.81,0.56,0.67,0.67,0.64,0.58,0.65,0.46,0.51,0.46,0.61
d_1,1.13,1.23,1.0,0.96,0.78,0.77,0.76,0.67,0.51,0.81,0.65,0.65,0.6,0.53,0.59,0.45
c_1,0.87,1.05,1.04,1.0,1.38,0.77,0.7,0.49,0.78,0.52,0.63,0.63,0.59,0.56,0.57,0.55
b_1,0.98,1.02,1.28,0.72,1.0,1.58,0.77,0.62,0.72,0.82,0.75,0.65,0.59,0.63,0.54,0.59
a_1,1.26,1.24,1.28,1.29,0.64,1.0,0.96,0.76,0.82,0.69,0.79,0.69,0.82,0.64,0.81,0.73
h_1,1.44,1.74,1.4,1.38,1.27,1.04,1.0,1.02,1.06,0.81,0.89,0.79,0.89,0.72,0.77,1.03
d_0,0.98,1.47,1.41,2.1,1.62,1.23,0.97,1.0,1.07,0.71,0.88,0.89,1.02,0.83,0.8,0.98
g_1,1.34,1.53,1.98,1.29,1.4,1.26,0.92,0.94,1.0,1.01,0.88,1.14,0.79,0.95,0.86,0.78
c_0,1.55,1.66,1.21,1.96,1.21,1.42,1.29,1.34,1.02,1.0,1.3,1.04,0.96,1.02,0.89,1.03
b_0,1.51,1.69,1.53,1.74,1.39,1.24,1.15,1.12,1.1,0.73,1.0,0.92,1.16,1.12,1.01,1.01
f_0,1.49,1.51,1.71,1.54,1.55,1.42,1.25,1.21,0.88,0.94,0.97,1.0,1.11,0.92,1.29,0.78
h_0,1.73,2.16,1.68,1.65,1.64,1.26,1.12,1.04,1.29,1.06,0.91,0.88,1.0,0.81,0.84,1.12
a_0,1.46,1.89,1.86,1.75,1.7,1.56,1.5,1.19,1.02,0.96,0.88,1.07,1.23,1.0,0.98,0.91
e_0,1.33,2.21,1.65,1.8,1.85,1.4,1.28,1.19,1.11,1.14,0.94,0.75,1.16,1.02,1.0,1.08
g_0,1.71,1.69,2.19,1.88,1.59,1.49,0.95,1.01,1.25,1.0,1.03,1.28,0.89,1.06,0.93,1.0
