,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.75,1.03,1.09,0.79,0.7,0.5,0.6,0.47,0.45,0.48,0.43,0.34,0.33,0.37,0.28
f_1,1.33,1.0,0.9,0.9,0.76,0.65,0.42,0.43,0.4,0.47,0.33,0.34,0.29,0.29,0.32,0.23
d_1,0.98,1.11,1.0,0.85,0.9,0.61,0.48,0.51,0.55,0.38,0.43,0.36,0.37,0.32,0.28,0.29
c_1,0.92,1.1,1.17,1.0,1.1,0.83,0.54,0.35,0.35,0.4,0.36,0.41,0.35,0.36,0.37,0.38
b_1,1.27,1.32,1.1,0.92,1.0,1.01,0.6,0.51,0.49,0.48,0.45,0.44,0.41,0.39,0.33,0.34
a_1,1.42,1.54,1.64,1.2,1.01,1.0,0.87,0.6,0.65,0.71,0.79,0.51,0.58,0.53,0.46,0.41
h_1,2.04,2.33,2.04,1.93,1.67,1.14,1.0,0.8,0.83,1.04,0.81,0.68,0.69,0.66,0.75,0.6
d_0,1.67,2.29,2.01,2.97,1.93,1.65,1.25,1.0,0.94,1.11,1.0,0.92,0.95,0.71,0.72,0.76
c_0,2.36,2.37,1.85,2.61,1.77,1.39,1.16,1.04,1.0,1.02,1.28,0.88,0.86,0.86,0.8,0.85
g_1,2.18,2.13,2.75,2.55,2.05,1.4,0.95,0.87,1.02,1.0,0.97,0.9,0.73,0.78,0.77,0.72
b_0,2.09,2.88,2.2,2.72,2.31,1.32,1.27,1.1,0.77,1.06,1.0,0.98,0.89,1.01,0.77,0.74
f_0,2.3,2.94,2.74,2.64,2.25,1.93,1.52,1.13,1.15,1.09,1.02,1.0,1.02,0.83,0.68,1.25
h_0,2.87,3.66,2.87,2.77,2.34,1.66,1.46,1.12,1.17,1.39,1.1,0.93,1.0,0.92,1.04,0.91
a_0,2.95,3.18,3.32,2.47,2.59,2.13,1.49,1.36,1.25,1.21,1.06,1.31,1.13,1.0,1.24,1.19
g_0,2.83,3.07,3.67,2.78,2.86,2.06,1.36,1.34,1.19,1.26,1.28,1.42,0.97,0.76,1.0,0.95
e_0,3.22,4.33,3.21,2.89,2.87,2.49,1.72,1.38,1.11,1.44,1.27,0.83,1.07,0.87,1.0,1.0
