,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.53,1.44,0.96,0.94,0.85,0.73,1.1,1.25,0.94,1.04,1.12,0.94,1.21,0.99,0.78,1.18
e_1,0.98,1.54,1.23,0.83,1.04,0.83,1.15,1.77,1.08,1.12,1.04,1.12,1.19,0.95,0.95,1.24
c_1,1.05,0.9,1.57,0.97,1.47,0.91,1.18,1.04,1.03,0.82,0.77,1.05,1.25,1.05,1.04,1.11
d_1,1.16,1.05,0.92,1.59,0.9,0.76,1.12,1.09,1.05,1.8,1.35,1.03,1.35,1.12,1.05,1.08
b_1,1.13,1.0,0.92,0.97,1.62,1.46,1.24,1.19,1.05,1.14,0.93,1.23,1.31,0.94,1.06,1.17
a_1,1.18,1.1,1.12,1.25,0.82,1.78,1.42,1.37,1.41,1.26,1.43,1.3,1.63,0.95,1.12,1.32
h_1,1.6,1.26,1.25,1.38,1.06,0.84,1.86,1.38,1.55,1.39,1.34,1.37,1.55,1.24,1.21,1.79
d_0,1.29,1.14,1.85,1.05,1.32,1.04,1.45,1.79,1.35,1.11,1.38,1.23,1.48,1.32,1.29,1.54
g_1,1.28,1.19,1.39,1.64,1.17,0.84,1.26,1.46,1.96,1.55,1.44,1.88,1.43,1.2,1.5,1.39
c_0,1.43,1.36,1.36,1.21,1.06,1.02,1.47,1.8,1.44,1.87,2.17,1.39,1.93,1.7,1.41,1.7
b_0,1.41,1.41,1.56,1.32,1.05,0.79,1.54,1.7,1.59,1.42,1.97,1.62,1.85,2.26,1.27,1.69
f_0,1.32,1.24,1.42,1.53,1.25,0.98,1.47,1.72,1.32,1.56,1.51,1.93,1.87,1.38,2.19,1.52
h_0,1.62,1.45,1.31,1.4,1.27,0.97,1.39,1.48,1.73,1.46,1.4,1.52,1.5,1.4,1.36,1.88
a_0,1.44,1.46,1.53,1.45,1.26,0.93,1.7,1.67,1.6,1.43,1.44,1.6,1.77,1.94,1.67,1.42
e_0,1.55,1.09,1.42,1.49,1.27,1.15,1.72,1.64,1.44,1.61,1.74,1.39,1.98,1.54,1.98,1.88
g_0,1.48,1.27,1.42,1.86,1.33,1.11,1.4,1.44,1.32,1.54,1.44,1.96,1.8,1.58,1.46,1.59
