,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.2,0.84,0.92,0.9,0.78,0.45,0.49,0.41,0.38,0.4,,0.3,0.34,0.24,0.29
e_1,0.83,1.0,1.06,0.98,0.86,0.62,0.45,0.47,0.44,0.56,0.47,0.41,0.33,0.31,,0.23
d_1,1.19,0.95,1.0,1.46,0.76,0.73,0.52,0.38,0.55,,0.37,0.33,0.33,0.3,0.35,0.26
c_1,1.09,1.02,0.68,1.0,1.42,0.75,0.56,0.59,,0.27,0.49,0.45,0.42,0.33,0.34,0.4
b_1,1.11,1.17,1.32,0.7,1.0,0.97,0.7,0.59,0.5,0.48,,0.41,0.34,0.38,0.37,0.31
a_1,1.29,1.61,1.37,1.33,1.03,1.0,0.69,0.55,0.52,0.64,,,0.55,,,0.48
h_1,2.21,2.24,1.91,1.79,1.44,1.46,1.0,0.95,0.86,0.85,0.73,0.76,,0.76,0.64,0.71
g_1,2.05,2.11,2.63,1.68,1.7,1.82,1.05,1.0,1.16,1.0,0.8,1.04,0.73,0.71,0.95,
c_0,2.42,2.3,1.82,,2.0,1.92,1.16,0.86,1.0,0.99,1.34,0.94,0.8,0.9,0.64,0.68
d_0,2.66,1.78,,3.74,2.08,1.57,1.18,1.0,1.02,1.0,0.85,0.8,0.8,0.85,0.73,0.76
b_0,2.48,2.13,2.73,2.04,,,1.36,1.25,0.75,1.17,1.0,0.73,1.17,1.24,0.86,1.03
f_0,,2.46,3.03,2.24,2.42,,1.32,0.96,1.06,1.24,1.38,1.0,0.76,0.76,1.11,0.55
h_0,3.31,2.99,3.07,2.38,2.95,1.83,,1.37,1.25,1.26,0.86,1.32,,0.8,0.78,1.26
a_0,2.97,3.22,3.36,2.99,2.61,,1.32,1.41,1.11,1.18,0.81,1.32,1.26,1.0,,0.76
e_0,4.14,,2.84,2.93,2.68,,1.55,1.05,1.56,1.37,1.16,0.9,1.29,,1.0,0.95
g_0,3.48,4.29,3.86,2.52,3.27,2.09,1.41,,1.46,1.31,0.97,1.82,0.79,1.31,1.06,
