,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.46,0.79,0.76,0.65,0.6,0.37,0.37,0.42,0.3,0.31,0.38,0.25,0.32,0.41,0.29
f_1,0.71,0.4,0.69,0.64,0.67,0.6,0.28,0.3,0.37,0.27,0.31,0.34,0.19,0.26,0.24,0.29
c_1,0.53,0.65,0.4,0.83,0.81,0.64,0.39,0.2,0.35,0.34,0.26,0.3,0.26,0.29,0.28,0.28
d_1,0.7,0.76,0.63,0.39,0.65,0.64,0.34,0.43,0.29,0.31,0.3,0.29,0.25,0.28,0.29,0.17
b_1,0.71,0.79,0.43,0.66,0.36,0.82,0.4,0.29,0.4,0.37,0.44,0.29,0.29,0.34,0.31,0.25
a_1,0.79,0.75,0.76,0.66,0.4,0.31,0.41,0.33,0.37,0.31,0.36,0.3,0.3,0.37,0.27,0.29
h_1,0.61,0.7,0.64,0.57,0.64,0.6,0.22,0.27,0.35,0.26,0.27,0.26,0.27,0.25,0.23,0.27
d_0,0.43,0.58,0.72,0.76,0.72,0.71,0.39,0.24,0.36,0.27,0.26,0.28,0.27,0.25,0.32,0.29
g_1,0.6,0.66,0.67,0.62,0.63,0.57,0.27,0.33,0.21,0.25,0.31,0.31,0.2,0.29,0.3,0.28
c_0,0.7,0.68,0.89,0.41,0.62,0.57,0.35,0.38,0.31,0.22,0.34,0.3,0.27,0.27,0.33,0.24
b_0,0.59,0.64,0.86,0.55,0.76,0.51,0.34,0.29,0.33,0.18,0.22,0.26,0.25,0.31,0.29,0.22
f_0,0.52,0.78,0.64,0.57,0.67,0.62,0.36,0.3,0.24,0.29,0.31,0.21,0.25,0.25,0.33,0.19
h_0,0.63,0.7,0.62,0.61,0.59,0.49,0.4,0.29,0.35,0.26,0.3,0.27,0.29,0.25,0.25,0.25
a_0,0.58,0.65,0.68,0.61,0.72,0.61,0.34,0.27,0.34,0.27,0.18,0.27,0.25,0.19,0.26,0.2
e_0,0.7,0.81,0.65,0.6,0.56,0.57,0.43,0.25,0.29,0.26,0.23,0.16,0.26,0.24,0.18,0.2
g_0,0.62,0.66,0.61,0.65,0.69,0.54,0.27,0.28,0.36,0.28,0.27,0.28,0.19,0.27,0.25,0.26
