,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.43,1.43,1.69,1.87,1.72,1.59,0.33,0.33,0.63,0.35,0.31,0.58,0.17,0.31,0.38,0.33
e_1,0.95,0.43,1.89,2.12,1.97,1.82,0.51,0.39,0.54,0.35,0.38,0.52,0.28,0.37,0.78,0.28
d_1,2.08,2.02,0.42,1.88,1.47,1.65,0.48,0.33,0.28,0.71,0.37,0.34,0.23,0.33,0.37,0.17
c_1,2.08,1.36,2.77,0.4,2.38,1.63,0.51,0.68,0.55,0.2,0.35,0.33,0.25,0.31,0.3,0.24
b_1,2.01,2.23,1.85,0.92,0.39,2.23,0.71,0.5,0.54,0.47,0.88,0.37,0.33,0.41,0.37,0.32
a_1,2.43,2.35,2.04,3.07,1.11,0.34,0.59,0.47,0.78,0.6,0.71,0.55,0.45,1.35,0.49,0.34
h_1,2.73,2.61,2.84,3.13,2.54,1.98,0.33,0.59,0.93,0.55,0.55,0.57,0.63,0.49,0.58,0.4
c_0,3.45,3.49,1.6,9.92,3.52,3.03,0.92,0.36,0.79,0.86,0.63,0.55,0.46,0.69,0.54,0.46
g_1,3.26,3.54,2.79,3.33,3.29,3.5,0.73,0.57,0.3,0.76,0.64,0.58,0.33,0.56,0.51,0.51
d_0,2.9,1.84,4.57,3.83,3.41,2.61,1.07,0.75,1.18,0.38,0.71,0.65,0.49,0.69,0.68,0.46
b_0,3.65,3.36,2.54,4.32,7.26,3.37,0.93,0.36,1.11,0.71,0.34,0.62,0.55,0.63,0.59,0.39
f_0,7.01,3.59,3.04,3.6,3.26,3.31,1.26,0.63,0.57,0.87,0.67,0.34,0.54,0.64,0.69,0.3
h_0,3.69,3.76,3.41,3.8,3.94,3.5,1.74,0.7,1.13,0.75,0.74,0.69,0.92,0.64,0.74,0.65
a_0,5.01,4.18,3.13,3.8,5.72,7.04,0.96,0.69,1.29,0.85,0.41,0.65,0.68,0.33,0.68,0.66
e_0,5.19,6.25,3.55,3.94,4.17,4.68,1.36,0.79,1.52,0.88,0.79,0.36,0.57,0.67,0.31,0.49
g_0,4.54,4.06,4.18,4.3,4.53,3.55,0.92,0.92,1.65,1.04,0.95,0.9,0.54,0.86,0.79,0.97
